PictureRatings_2,ImageCategory,port,prt_2_loop.thisRepN,prt_2_loop.thisTrialN,prt_2_loop.thisN,prt_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,pre_prt2_1_text.started,pre_prt2_1_text.stopped,pre_prt2_1_resp.keys,pre_prt2_1_resp.rt,pre_prt2_1_resp.started,pre_prt2_1_resp.stopped,pre_prt2_2_text.started,pre_prt2_2_text.stopped,pre_prt2_2_resp.keys,pre_prt2_2_resp.rt,pre_prt2_2_resp.started,pre_prt2_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_2_image.started,prt_2_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,text.started,text.stopped,prt_2_vas.response,prt_2_vas.rt,prt_2_vas.started,prt_2_vas.stopped,prt_2_vas_guide.started,prt_2_vas_guide.stopped,prt_2_vas_instructions.started,prt_2_vas_instructions.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.516091192486783,None,space,13.268457164318534,8.516091192486783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
,,,,,,,,,,,,,21.800486460093452,None,space,7.891898892017707,26.805491380280728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
,,,,,,,,,,,,,,,,,,,34.71327278873105,None,space,1.918963981221168,37.71621949295695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2360.jpg,Pleasant,2,0,0,0,7,,,,,,,,,,,,,,,,,,,67.64583121126634,None,49.717703511736545,None,55.667629070421754,None,num_7,3.987992338026743,55.667629070421754,None,55.667629070421754,None,-11,7.952,0.002622197182063246,None,59.68446587793369,None,59.68446587793369,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2540.jpg,Pleasant,2,0,1,1,6,,,,,,,,,,,,,,,,,,,100.9958586291068,None,77.68560285445892,None,83.6456040563371,None,num_7,10.82829851643146,83.6456040563371,None,83.6456040563371,None,-5,6.475,0.012696938967565075,None,94.4980218591536,None,94.4980218591536,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2900.jpg,Unpleasant,3,0,2,2,9,,,,,,,,,,,,,,,,,,,122.83429528638408,None,111.01046595305161,None,116.9789133521117,None,num_5,2.3030760563378863,116.9789133521117,None,116.9789133521117,None,-1,3.506,0.012240225350979017,None,119.30606873239412,None,119.30606873239412,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2311.jpg,Pleasant,2,0,3,3,4,,,,,,,,,,,,,,,,,,,149.8112633990604,None,132.8739073802808,None,138.81743474178256,None,num_5,2.569950647888618,138.81743474178256,None,138.81743474178256,None,0,8.377,0.01277716432014131,None,141.41206354929454,None,141.41206354929454,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/7006.jpg,Neutral,1,0,4,4,2,,,,,,,,,,,,,,,,,,,182.9779362253521,None,159.85100559624334,None,165.79448938967107,None,num_5,3.2037258215968905,165.79448938967107,None,165.79448938967107,None,-1,13.936,0.012242629109096015,None,169.0217987605629,None,169.0217987605629,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/7009.jpg,Neutral,1,0,5,5,1,,,,,,,,,,,,,,,,,,,207.08531680751003,None,193.01814715492947,None,198.97749153051518,None,num_3,4.355228845070087,198.97749153051518,None,198.97749153051518,None,1,3.707,0.012883530514955055,None,203.35728345539792,None,203.35728345539792,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2347.jpg,Pleasant,2,0,6,6,5,,,,,,,,,,,,,,,,,,,228.590048150234,None,217.13477859154773,None,223.06825765258145,None,num_6,2.2032105164307723,223.06825765258145,None,223.06825765258145,None,-8,3.272,0.01319902347495372,None,225.29643327699523,None,225.29643327699523,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/7036.jpg,Neutral,1,0,7,7,3,,,,,,,,,,,,,,,,,,,254.0654729014077,None,238.63360570891928,None,244.57303586854323,None,num_2,5.573015136151298,244.57303586854323,None,244.57303586854323,None,0,3.874,0.013249802817881573,None,250.1710569765255,None,250.1710569765255,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/3350.jpg,Unpleasant,3,0,8,8,8,,,,,,,,,,,,,,,,,,,280.45843891079676,None,264.1052358309844,None,270.0484963755862,None,num_2,3.587676845070746,270.0484963755862,None,270.0484963755862,None,-4,6.774,0.01357220657155267,None,273.6615755117364,None,273.6615755117364,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/3500.jpg,Unpleasant,3,0,9,9,10,,,,,,,,,,,,,,,,,,,302.36367474178405,None,290.4783423098579,None,296.44164416901367,None,num_3,2.336294159624231,296.44164416901367,None,296.44164416901367,None,-6,3.541,0.01204011267509486,None,298.8013776525804,None,298.8013776525804,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2393.jpg,Neutral,1,0,10,10,0,,,,,,,,,,,,,,,,,,,323.30113111737046,None,312.4032276431917,None,318.3467351737072,None,num_1,1.2520776713608939,318.3467351737072,None,318.3467351737072,None,0,3.655,0.01330388732276333,None,319.62372026290905,None,319.62372026290905,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
images/2799.jpg,Unpleasant,3,0,11,11,11,,,,,,,,,,,,,,,,,,,347.2251360751161,None,333.3439597370889,None,339.2843375774646,None,num_3,3.888018929577811,339.2843375774646,None,339.2843375774646,None,-7,4.007,0.01287571831016976,None,343.19718790610204,None,343.19718790610204,None,,,,,,,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.25351782159487,None,space,16.6842579530512,362.27375594366094,None,553,001,2019_May_26_1444,MAER M R2 P2,3.1.0,59.98415742379095,
