PictureRatings_2,ImageCategory,port,prt_2_loop.thisRepN,prt_2_loop.thisTrialN,prt_2_loop.thisN,prt_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,pre_prt2_1_text.started,pre_prt2_1_text.stopped,pre_prt2_1_resp.keys,pre_prt2_1_resp.rt,pre_prt2_1_resp.started,pre_prt2_1_resp.stopped,pre_prt2_2_text.started,pre_prt2_2_text.stopped,pre_prt2_2_resp.keys,pre_prt2_2_resp.rt,pre_prt2_2_resp.started,pre_prt2_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_2_image.started,prt_2_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,text.started,text.stopped,prt_2_vas.response,prt_2_vas.rt,prt_2_vas.started,prt_2_vas.stopped,prt_2_vas_guide.started,prt_2_vas_guide.stopped,prt_2_vas_instructions.started,prt_2_vas_instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.904808563296683,None,space,5.714684394421056,8.904808563296683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
,,,,,,,,,,,,,14.635340920183808,None,space,3.7714229483390227,19.64003815955948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
,,,,,,,,,,,,,,,,,,,23.427511586807668,None,space,1.0850043192040175,26.43052138958592,None,,,,,,,,,,,,,,,,,,,,,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2347.jpg,Pleasant,2,0,0,0,5,,,,,,,,,,,,,,,,,,,52.80672751169186,None,37.59464353043586,None,43.547193089150824,None,1,3.771513990708627,43.547193089150824,None,43.547193089150824,None,25,5.452,0.002562704263255,None,47.34733160561882,None,47.34733160561882,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2360.jpg,Pleasant,2,0,1,1,7,,,,,,,,,,,,,,,,,,,76.31331966188736,None,62.81929044122808,None,68.80628732393961,None,1,1.3684194554807618,68.80628732393961,None,68.80628732393961,None,20,6.092,0.012086685397662222,None,70.19804184034001,None,70.19804184034001,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/7006.jpg,Neutral,1,0,2,2,2,,,,,,,,,,,,,,,,,,,98.16853994363919,None,86.32523417833727,None,92.31219710793812,None,1,1.3026481877313927,92.31219710793812,None,92.31219710793812,None,0,4.508,0.012965258210897446,None,93.63977164309472,None,93.63977164309472,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/3350.jpg,Unpleasant,3,0,3,3,8,,,,,,,,,,,,,,,,,,,124.44468582153786,None,108.19891861022916,None,114.15141348354518,None,2,1.635788018698804,114.15141348354518,None,114.15141348354518,None,-20,8.61,0.012966159614734352,None,115.8119003942702,None,115.8119003942702,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2311.jpg,Pleasant,2,0,4,4,4,,,,,,,,,,,,,,,,,,,148.03497314546257,None,134.45733378396835,None,140.4276933708461,None,1,1.9694605821277946,140.4276933708461,None,140.4276933708461,None,5,5.59,0.012862197239883244,None,142.42186276055872,None,142.42186276055872,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2540.jpg,Pleasant,2,0,5,5,6,,,,,,,,,,,,,,,,,,,171.7587945164414,None,158.0464931455208,None,164.01786771824118,None,2,2.6033832863904536,164.01786771824118,None,164.01786771824118,None,10,5.092,0.01285528636071831,None,166.64584232855123,None,166.64584232855123,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2900.jpg,Unpleasant,3,0,6,6,9,,,,,,,,,,,,,,,,,,,199.85340274171904,None,181.77035838493612,None,187.74167737085372,None,4,1.3519468168960884,187.74167737085372,None,187.74167737085372,None,-30,10.712,0.012914178427308798,None,189.1180935211014,None,189.1180935211014,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2799.jpg,Unpleasant,3,0,7,7,11,,,,,,,,,,,,,,,,,,,225.8627566571813,None,209.86932041309774,None,215.83633276994806,None,6,3.1538641126826406,215.83633276994806,None,215.83633276994806,None,-35,6.827,0.01277596247382462,None,219.01513164315838,None,219.01513164315838,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/7009.jpg,Neutral,1,0,8,8,1,,,,,,,,,,,,,,,,,,,246.01635936147068,None,235.87486738024745,None,241.845609765267,None,1,0.417965070460923,241.845609765267,None,241.845609765267,None,2,3.715,0.005421070381999016,None,242.2794864976313,None,242.2794864976313,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/3500.jpg,Unpleasant,3,0,9,9,10,,,,,,,,,,,,,,,,,,,272.8429229670437,None,256.02920443192124,None,262.01589303277433,None,8,3.187110460130498,262.01589303277433,None,262.01589303277433,None,-26,7.593,0.012741408427245915,None,265.2274286572356,None,265.2274286572356,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/2393.jpg,Neutral,1,0,10,10,0,,,,,,,,,,,,,,,,,,,295.0650642628316,None,282.8730092769256,None,288.8259251079289,None,2,2.302888863836415,288.8259251079289,None,288.8259251079289,None,0,3.89,0.012315943604335189,None,291.1525312300073,None,291.1525312300073,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
images/7036.jpg,Neutral,1,0,11,11,3,,,,,,,,,,,,,,,,,,,314.60129141784273,None,305.0813340845052,None,311.06474215956405,None,1,0.4345954554155469,311.06474215956405,None,311.06474215956405,None,0,3.055,0.012887737015262246,None,311.5238529201597,None,311.5238529201597,None,836,001,2019_May_22_1055,MAER M R2 P2,3.1.0,60.00275841556446,
