PictureRatings_2,ImageCategory,port,prt_2_loop.thisRepN,prt_2_loop.thisTrialN,prt_2_loop.thisN,prt_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,pre_prt2_1_text.started,pre_prt2_1_text.stopped,pre_prt2_1_resp.keys,pre_prt2_1_resp.rt,pre_prt2_1_resp.started,pre_prt2_1_resp.stopped,pre_prt2_2_text.started,pre_prt2_2_text.stopped,pre_prt2_2_resp.keys,pre_prt2_2_resp.rt,pre_prt2_2_resp.started,pre_prt2_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_2_image.started,prt_2_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,text.started,text.stopped,prt_2_vas.response,prt_2_vas.rt,prt_2_vas.started,prt_2_vas.stopped,prt_2_vas_guide.started,prt_2_vas_guide.stopped,prt_2_vas_instructions.started,prt_2_vas_instructions.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,10.213931868544023,None,space,3.164486910798587,10.213931868544023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
,,,,,,,,,,,,,13.394321727701026,None,space,27.91194771830851,18.39936180281802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
,,,,,,,,,,,,,,,,,,,46.327167699531856,None,space,1.8026303098595235,49.33020604695048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/3350.jpg,Unpleasant,3,0,0,0,8,,,,,,,,,,,,,,,,,,,74.40478437558704,None,61.20668304225546,None,67.1645355868568,None,num_7,3.721343098590296,67.1645355868568,None,67.1645355868568,None,-30,3.481,0.0026456338018761016,None,70.9113690140839,None,70.9113690140839,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/2540.jpg,Pleasant,2,0,1,1,6,,,,,,,,,,,,,,,,,,,97.99512488262917,None,84.43739553051637,None,90.404362816902,None,num_7,2.269881690142938,90.404362816902,None,90.404362816902,None,35,5.277,0.011890478872373933,None,92.69733859155167,None,92.69733859155167,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/3500.jpg,Unpleasant,3,0,2,2,10,,,,,,,,,,,,,,,,,,,119.98371395305367,None,108.00866974647943,None,113.97811139906116,None,num_5,2.853598948357103,113.97811139906116,None,113.97811139906116,None,-15,3.106,0.012710760565823875,None,116.85577584976636,None,116.85577584976636,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/2347.jpg,Pleasant,2,0,3,3,5,,,,,,,,,,,,,,,,,,,142.02217855399067,None,130.02625622535197,None,135.96675425352078,None,num_5,2.202947004694579,135.96675425352078,None,135.96675425352078,None,25,3.806,0.011624863851466216,None,138.19279233802808,None,138.19279233802808,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/2393.jpg,Neutral,1,0,4,4,0,,,,,,,,,,,,,,,,,,,164.91168120188013,None,152.05463316431997,None,158.00451575587067,None,num_2,3.004196957746899,158.00451575587067,None,158.00451575587067,None,5,3.857,0.011880262911290629,None,161.03188612206577,None,161.03188612206577,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/7009.jpg,Neutral,1,0,5,5,1,,,,,,,,,,,,,,,,,,,188.21850831924894,None,174.94293723943701,None,180.89503218779282,None,num_1,2.503264150236646,180.89503218779282,None,180.89503218779282,None,0,4.775,0.011223436620639404,None,183.42042110798138,None,183.42042110798138,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
images/7036.jpg,Neutral,1,0,6,6,3,,,,,,,,,,,,,,,,,,,212.24234997183157,None,198.25291658216156,None,204.2016378591543,None,num_6,2.2197441502321453,204.2016378591543,None,204.2016378591543,None,10,5.775,0.012114629105781205,None,206.44458246009526,None,206.44458246009526,None,,,,,,,827,001,2019_Jun_05_1735,MAER M R2 P2,3.1.0,60.142417243234824,
