ReactivityImage2,ImageCategory,SoundFile,CorrectAns,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.844033662227957,None,space,9.79091752045133,8.844033662227957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
,,,,,,,,,,,,,,18.651364943953013,None,space,6.94084621897855,21.653982636455112,None,,,,,,,,,,,,,,,,,,,,,,,,,,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
,,,,,,,,,,,,,,,,,,,,28.611359799911952,None,space,1.2510271558567183,31.614298093640173,None,,,,,,,,,,,,,,,,,,,,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
,,,,,,,,,,,,,,,,,,,,,,,,,,32.88182404371037,None,space,0.46767035583434335,37.88733946652246,None,,,,,,,,,,,,,,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/6220.jpg,Unpleasant,sounds/high 4 second.wav,num_2,0,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,38.371069029321006,None,43.43204846457047,None,43.43204846457047,None,num_2,1,4.982737111200549,43.43204846457047,None,49.38175283237797,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/2387.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,50.42026554315089,None,50.42026554315089,None,num_1,1,1.5150397130873898,50.42026554315089,None,56.37212578144681,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/7006.jpg,Neutral,sounds/high 1 second.wav,num_2,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,57.40749617952679,None,57.40749617952679,None,num_2,1,1.7683414249841007,57.40749617952679,None,63.362829848185356,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/2890.jpg,Neutral,sounds/high 1 second.wav,num_2,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3973985929606,None,64.3973985929606,None,num_2,1,2.7203783394943457,64.3973985929606,None,70.35300028064012,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/9001.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,4,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39876603081393,None,71.39876603081393,None,num_1,1,1.7248294984383392,71.39876603081393,None,77.34331433763509,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/2722.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,78.36705355152299,None,78.36705355152299,None,num_1,1,1.5129490445378906,78.36705355152299,None,84.33369569985734,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/2357.jpg,Neutral,sounds/high 1 second.wav,num_2,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3687623230162,None,85.3687623230162,None,num_2,1,1.6850427959070657,85.3687623230162,None,91.3239685924982,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/2840.jpg,Neutral,sounds/low 1 second.wav,num_1,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,92.34428185024444,None,92.34428185024444,None,num_1,1,1.4162798118577484,92.34428185024444,None,98.31426852741606,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
images/2441.jpg,Neutral,sounds/low 1 second.wav,num_1,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,99.33424676138748,None,99.33424676138748,None,num_1,1,1.5329849687004753,99.33424676138748,None,105.3046474858802,None,761,001,2019_May_13_1146,MAER M R1 P2 v1,3.1.0,59.878663790404765,
