ReactivityImage2,ImageCategory,SoundFile,CorrectAns,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.663087578636805,None,space,9.107256960292034,11.663087578636805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
,,,,,,,,,,,,,,20.786291336663908,None,space,4.021293645769219,23.78927499504971,None,,,,,,,,,,,,,,,,,,,,,,,,,,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
,,,,,,,,,,,,,,,,,,,,27.826748302124088,None,space,1.3187809126388856,30.829633406638095,None,,,,,,,,,,,,,,,,,,,,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
,,,,,,,,,,,,,,,,,,,,,,,,,,32.1642986194347,None,space,1.4354338428588562,37.1692791956084,None,,,,,,,,,,,,,,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
images/7130.jpg,Neutral,sounds/low 1 second.wav,num_1,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,38.62062167662407,None,43.68263069129853,None,43.68263069129853,None,num_1,1,1.5621482821129575,43.68263069129853,None,49.63121411459724,None,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
images/7010.jpg,Neutral,sounds/low 1 second.wav,num_1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.670243250787735,None,50.670243250787735,None,num_1,1,1.86514254705844,50.670243250787735,None,56.62223699862625,None,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
images/7217.jpg,Neutral,sounds/low 4 second.wav,num_1,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65981817411557,None,57.65981817411557,None,num_1,1,4.835396103937001,57.65981817411557,None,63.61231971477082,None,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
images/7161.jpg,Neutral,sounds/low 4 second.wav,num_1,0,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,64.64051273252926,None,64.64051273252926,None,num_1,1,4.728115406584038,64.64051273252926,None,70.61935429786536,None,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
images/5594.jpg,Pleasant,sounds/high 1 second.wav,num_2,0,4,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,71.64880177421037,None,71.64880177421037,None,num_2,1,1.7072189809950942,71.64880177421037,None,77.6097107413807,None,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
images/2722.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,78.65039756571969,None,78.65039756571969,None,num_1,1,1.4791361753104866,78.65039756571969,None,84.59991574845799,None,748,002,2019_May_07_2045,MAER M R1 P2 v1,3.1.0,59.95116547176165,
