ReactivityImage2,ImageCategory,SoundFile,CorrectAns,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.018965310539443,None,space,8.428343973445863,12.018965310539443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
,,,,,,,,,,,,,,20.463231443252425,None,space,1.6855981243515998,23.46625987153766,None,,,,,,,,,,,,,,,,,,,,,,,,,,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
,,,,,,,,,,,,,,,,,,,,25.168107366030654,None,space,2.9204441895130913,28.170862667883284,None,,,,,,,,,,,,,,,,,,,,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
,,,,,,,,,,,,,,,,,,,,,,,,,,31.1073864624841,None,space,1.0017024580479301,36.112216203157914,None,,,,,,,,,,,,,,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
images/7130.jpg,Neutral,sounds/low 1 second.wav,num_1,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,37.12977321492053,None,42.20023262319455,None,42.20023262319455,None,num_1,1,1.4537540461924436,42.20023262319455,None,48.14074544586492,None,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
images/7052.jpg,Neutral,sounds/high 4 second.wav,num_2,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,49.172482797391694,None,49.172482797391694,None,num_2,1,4.624897953174241,49.172482797391694,None,55.13109077202262,None,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
images/7036.jpg,Neutral,sounds/high 4 second.wav,num_2,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1573316418926,None,56.1573316418926,None,num_2,1,4.413108686592295,56.1573316418926,None,62.12151842671983,None,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
images/7004.jpg,Neutral,sounds/high 4 second.wav,num_2,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,63.15586505210604,None,63.15586505210604,None,num_2,1,4.554784084391031,63.15586505210604,None,69.11172103004446,None,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
images/6220.jpg,Unpleasant,sounds/high 4 second.wav,num_2,0,4,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,70.14927576425089,None,70.14927576425089,None,num_2,1,4.419542331442244,70.14927576425089,None,76.10217242180215,None,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
images/7030.jpg,Neutral,sounds/low 4 second.wav,num_1,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,77.13647998620263,None,77.13647998620263,None,num_1,1,4.472478080026576,77.13647998620263,None,83.09249040526993,None,845,002,2019_May_02_1612,MAER M R1 P2 v1,3.1.0,59.93140928784672,
