ReactivityImage2,ImageCategory,SoundFile,CorrectAns,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.517664129004515,None,space,3.4739440688745162,12.517664129004515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
,,,,,,,,,,,,,,16.00781580281273,None,space,6.423622101186993,19.010782033989017,None,,,,,,,,,,,,,,,,,,,,,,,,,,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
,,,,,,,,,,,,,,,,,,,,25.450412529081405,None,space,11.495272268592998,28.453449070032548,None,,,,,,,,,,,,,,,,,,,,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
,,,,,,,,,,,,,,,,,,,,,,,,,,39.965073769676565,None,space,3.2541304739088446,44.97002249612251,None,,,,,,,,,,,,,,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2441.jpg,Neutral,sounds/low 1 second.wav,num_1,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,48.239908969874705,None,53.293430633247226,None,53.293430633247226,None,num_1,1,1.5196646524218522,53.293430633247226,None,59.250764017861,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2840.jpg,Neutral,sounds/low 1 second.wav,num_1,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28117329586621,None,60.28117329586621,None,num_1,1,1.4896081251663418,60.28117329586621,None,66.24101950375098,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2057.jpg,Pleasant,sounds/high 1 second.wav,num_2,0,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26874949859211,None,67.26874949859211,None,num_2,1,1.5090169281293129,67.26874949859211,None,73.23139006931524,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/9102.jpg,Unpleasant,sounds/high 1 second.wav,num_2,0,3,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,74.25851942638019,None,74.25851942638019,None,num_2,1,1.5931503856972995,74.25851942638019,None,80.2217170668564,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/1590.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24204951190222,None,81.24204951190222,None,num_1,1,1.4160589929060734,81.24204951190222,None,87.21219760411896,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2540.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,5,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,88.23264242461755,None,88.23264242461755,None,num_1,1,1.4164748421708282,88.23264242461755,None,94.20236955959354,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7004.jpg,Neutral,sounds/high 4 second.wav,num_2,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,95.22242767633088,None,95.22242767633088,None,num_2,1,4.419171252076012,95.22242767633088,None,101.19277678238996,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7036.jpg,Neutral,sounds/high 4 second.wav,num_2,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,102.21535222943567,None,102.21535222943567,None,num_2,1,4.58403956096663,102.21535222943567,None,108.18311609916509,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2850.jpg,Neutral,sounds/high 4 second.wav,num_2,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,109.20288336179237,None,109.20288336179237,None,num_2,1,4.686708958697636,109.20288336179237,None,115.1736284861554,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7130.jpg,Neutral,sounds/low 1 second.wav,num_1,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,116.19347867826036,None,116.19347867826036,None,num_1,1,1.633295163738694,116.19347867826036,None,122.16395788744921,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2900.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,10,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,123.19082162981067,None,123.19082162981067,None,num_1,1,1.5763499551849236,123.19082162981067,None,129.15421938272175,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2722.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,11,11,30,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1827982028335,None,130.1827982028335,None,num_1,1,1.5582421835206333,130.1827982028335,None,136.14465905618454,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/5594.jpg,Pleasant,sounds/high 1 second.wav,num_2,0,12,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,137.176094736712,None,137.176094736712,None,num_2,1,1.6046237991376984,137.176094736712,None,143.15118825021455,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7030.jpg,Neutral,sounds/low 4 second.wav,num_1,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,144.1835923427243,None,144.1835923427243,None,num_1,1,4.590905881353137,144.1835923427243,None,150.14173278740054,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/9265.jpg,Unpleasant,sounds/low 4 second.wav,num_1,0,14,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,151.1725473982524,None,151.1725473982524,None,num_1,1,5.242946111764468,151.1725473982524,None,157.13176592614036,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7217.jpg,Neutral,sounds/low 4 second.wav,num_1,0,15,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,158.16137054783576,None,158.16137054783576,None,num_1,1,4.69355094108505,158.16137054783576,None,164.1223194774002,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/9001.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,16,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,165.1426927862467,None,165.1426927862467,None,num_1,1,1.6999004545805292,165.1426927862467,None,171.11255573326616,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2456.jpg,Unpleasant,sounds/high 1 second.wav,num_2,0,17,17,31,,,,,,,,,,,,,,,,,,,,,,,,,,,172.14055554937931,None,172.14055554937931,None,num_2,1,1.591810293411072,172.14055554937931,None,178.1030434817876,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7040.jpg,Neutral,sounds/high 4 second.wav,num_2,0,18,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,179.12283297913018,None,179.12283297913018,None,num_2,1,4.736719940843614,179.12283297913018,None,185.09325630106287,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7052.jpg,Neutral,sounds/high 4 second.wav,num_2,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,186.11317980763306,None,186.11317980763306,None,num_2,1,4.7365291429505305,186.11317980763306,None,192.08353792776597,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/9342.jpg,Unpleasant,sounds/high 1 second.wav,num_2,0,20,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,193.10178631897998,None,193.10178631897998,None,num_2,1,1.7180998693256697,193.10178631897998,None,199.07387574219592,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2387.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,21,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,200.10784137273458,None,200.10784137273458,None,num_1,1,1.4693871541639965,200.10784137273458,None,206.08060685147666,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/2357.jpg,Neutral,sounds/high 1 second.wav,num_2,0,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,207.11132170658038,None,207.11132170658038,None,num_2,1,1.7229821920964241,207.11132170658038,None,213.07107627138248,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7090.jpg,Neutral,sounds/low 4 second.wav,num_1,0,23,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,214.10012833036217,None,214.10012833036217,None,num_1,1,5.027449056211481,214.10012833036217,None,220.0777860473554,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/6220.jpg,Unpleasant,sounds/high 4 second.wav,num_2,0,24,24,37,,,,,,,,,,,,,,,,,,,,,,,,,,,221.11247370519595,None,221.11247370519595,None,num_2,1,4.73880910265143,221.11247370519595,None,227.06835852816948,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/8162.jpg,Pleasant,sounds/high 4 second.wav,num_2,0,25,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,228.09713535743322,None,228.09713535743322,None,num_2,1,4.6942958040390295,228.09713535743322,None,234.0581209442298,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/7950.jpg,Neutral,sounds/low 4 second.wav,num_1,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0845802551521,None,235.0845802551521,None,num_1,1,4.6470127810553095,235.0845802551521,None,241.04844824224074,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
images/1419.jpg,Pleasant,sounds/low 4 second.wav,num_1,0,27,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0817618547835,None,242.0817618547835,None,num_1,1,4.707208164106305,242.0817618547835,None,248.03948825300904,None,787,002,2019_May_01_1956,MAER M R1 P2 v1,3.1.0,59.90099081169844,
