PracticeImage,ImageCategory,SoundFile,CorrectAns,ReactivityImage1,PictureRatings_1,prac_reac_loop.thisRepN,prac_reac_loop.thisTrialN,prac_reac_loop.thisN,prac_reac_loop.thisIndex,reac_1_loop.thisRepN,reac_1_loop.thisTrialN,reac_1_loop.thisN,reac_1_loop.thisIndex,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,practice_reac_image.started,practice_reac_image.stopped,practice_reac_sound.started,practice_reac_sound.stopped,practice_reac_keys.keys,practice_reac_keys.corr,practice_reac_keys.rt,practice_reac_keys.started,practice_reac_keys.stopped,blank_1second.started,blank_1second.stopped,post_prac_reac_text.started,post_prac_reac_text.stopped,post_prac_reac_resp.keys,post_prac_reac_resp.rt,post_prac_reac_resp.started,post_prac_reac_resp.stopped,reac_1_image.started,reac_1_image.stopped,reac_1_sound.started,reac_1_sound.stopped,reac_1_keys.keys,reac_1_keys.corr,reac_1_keys.rt,reac_1_keys.started,reac_1_keys.stopped,blank2_1second.started,blank2_1second.stopped,postreac1_slide1_text.started,postreac1_slide1_text.stopped,postreac1_slide1_resp.keys,postreac1_slide1_resp.rt,postreac1_slide1_resp.started,postreac1_slide1_resp.stopped,postreac1_slide2_text.started,postreac1_slide2_text.stopped,postreac1_slide2_resp.keys,postreac1_slide2_resp.rt,postreac1_slide2_resp.started,postreac1_slide2_resp.stopped,postreac1_slide3_text.started,postreac1_slide3_text.stopped,postreac1_slide3_resp.keys,postreac1_slide3_resp.rt,postreac1_slide3_resp.started,postreac1_slide3_resp.stopped,prt_1_image.started,prt_1_image.stopped,prt_1_image_intensity.started,prt_1_image_intensity.stopped,prt_1_image_intensity_resp.keys,prt_1_image_intensity_resp.rt,prt_1_image_intensity_resp.started,prt_1_image_intensity_resp.stopped,prt_1_image_intensity_text.started,prt_1_image_intensity_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,blank_10seconds.started,blank_10seconds.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,11.057985432655869,None,space,14.25070362356746,11.057985432655869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
,,,,,,,,,,,,,,,,,,,,,,,,25.32433388249069,None,space,29.16303424536727,28.327250235793144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.50641817068981,None,space,23.20689853067597,60.509336026337905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73267442457905,None,space,8.259071989096583,88.73760632475478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
images/7042.jpg,Neutral,sounds/low 4 second.wav,num_1,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01266717726389,None,102.09134261322197,None,102.09134261322197,None,['num_1'],0,[5.065420841559899],102.09134261322197,None,108.02327313634783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
images/7053.jpg,Neutral,sounds/high 1 second.wav,num_2,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.06139335344278,None,109.06139335344278,None,['num_2'],0,[1.4991435127665227],109.06139335344278,None,115.0138251852618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
images/7059.jpg,Neutral,sounds/high 4 second.wav,num_2,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.04601023578107,None,116.04601023578107,None,['num_2'],0,[4.473766191154255],116.04601023578107,None,122.00401787310534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
images/7041.jpg,Neutral,sounds/low 1 second.wav,num_1,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.03695409643069,None,123.03695409643069,None,['num_1'],0,[1.5705689292692568],123.03695409643069,None,128.99443831654366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0086198581846,None,space,55.923142702701625,133.03176799937728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
,Neutral,sounds/low 4 second.wav,num_1,images/2499.jpg,,,,,,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.97076916189235,None,,,,,,,,,,,,,,,,,,194.00468942159387,None,194.00468942159387,None,num_1,1,4.459860480167663,194.00468942159387,None,199.9818225194997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,001,2019_May_02_1542,MAER M R1 P1 v1,3.1.0,59.840138806461916,
