PracticeImage,ImageCategory,SoundFile,CorrectAns,ReactivityImage1,PictureRatings_1,prac_reac_loop.thisRepN,prac_reac_loop.thisTrialN,prac_reac_loop.thisN,prac_reac_loop.thisIndex,reac_1_loop.thisRepN,reac_1_loop.thisTrialN,reac_1_loop.thisN,reac_1_loop.thisIndex,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,practice_reac_image.started,practice_reac_image.stopped,practice_reac_sound.started,practice_reac_sound.stopped,practice_reac_keys.keys,practice_reac_keys.corr,practice_reac_keys.rt,practice_reac_keys.started,practice_reac_keys.stopped,blank_1second.started,blank_1second.stopped,post_prac_reac_text.started,post_prac_reac_text.stopped,post_prac_reac_resp.keys,post_prac_reac_resp.rt,post_prac_reac_resp.started,post_prac_reac_resp.stopped,reac_1_image.started,reac_1_image.stopped,reac_1_sound.started,reac_1_sound.stopped,reac_1_keys.keys,reac_1_keys.corr,reac_1_keys.rt,reac_1_keys.started,reac_1_keys.stopped,blank2_1second.started,blank2_1second.stopped,postreac1_slide1_text.started,postreac1_slide1_text.stopped,postreac1_slide1_resp.keys,postreac1_slide1_resp.rt,postreac1_slide1_resp.started,postreac1_slide1_resp.stopped,postreac1_slide2_text.started,postreac1_slide2_text.stopped,postreac1_slide2_resp.keys,postreac1_slide2_resp.rt,postreac1_slide2_resp.started,postreac1_slide2_resp.stopped,postreac1_slide3_text.started,postreac1_slide3_text.stopped,postreac1_slide3_resp.keys,postreac1_slide3_resp.rt,postreac1_slide3_resp.started,postreac1_slide3_resp.stopped,prt_1_image.started,prt_1_image.stopped,prt_1_image_intensity.started,prt_1_image_intensity.stopped,prt_1_image_intensity_resp.keys,prt_1_image_intensity_resp.rt,prt_1_image_intensity_resp.started,prt_1_image_intensity_resp.stopped,prt_1_image_intensity_text.started,prt_1_image_intensity_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,blank_10seconds.started,blank_10seconds.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,9.463024420027068,None,space,15.292882878037744,9.463024420027068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,,,,,,,,,,,,,,,,,,,,,,,,24.77194664028957,None,space,21.705378006681713,27.774953134328825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4967061072457,None,space,24.208134059707845,52.49959031035178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.72404284809909,None,space,6.740826452340116,81.72902642896406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
images/7053.jpg,Neutral,sounds/high 1 second.wav,num_2,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.48577173541071,None,93.55299599264345,None,93.55299599264345,None,['num_2'],0,[2.1738520351818806],93.55299599264345,None,99.49665953453132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
images/7059.jpg,Neutral,sounds/high 4 second.wav,num_2,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.51604790559486,None,100.51604790559486,None,['num_2'],0,[4.754110793181098],100.51604790559486,None,106.48700786538029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
images/7042.jpg,Neutral,sounds/low 4 second.wav,num_1,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.52087283876335,None,107.52087283876335,None,['num_1'],0,[4.755435261073217],107.52087283876335,None,113.47735078778533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
images/7041.jpg,Neutral,sounds/low 1 second.wav,num_1,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.50800344577965,None,114.50800344577965,None,['num_1'],0,[1.6223520782996275],114.50800344577965,None,120.46747767289071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47796104057306,None,space,37.35418548980488,124.50492393774402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,Neutral,sounds/low 1 second.wav,num_1,images/2512.jpg,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.87558174577953,None,,,,,,,,,,,,,,,,,,166.90962339500675,None,166.90962339500675,None,num_1,1,1.7729099442958614,166.90962339500675,None,172.88658732879685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,Neutral,sounds/high 1 second.wav,num_2,images/2210.jpg,,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.9156511060719,None,173.9156511060719,None,num_2,1,1.6905747944265386,173.9156511060719,None,179.87694557512623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,Neutral,sounds/low 4 second.wav,num_1,images/7038.jpg,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.90886651328765,None,180.90886651328765,None,num_1,1,4.92427697363928,180.90886651328765,None,186.8673624129351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,Neutral,sounds/low 1 second.wav,num_1,images/7170.jpg,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.89504523412415,None,187.89504523412415,None,num_1,1,1.8091143702658883,187.89504523412415,None,193.85759115707333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
,Neutral,sounds/high 1 second.wav,num_2,images/7235.jpg,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.885173020637,None,194.885173020637,None,num_2,1,1.7089821338058755,194.885173020637,None,200.86444786244738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,001,2019_May_06_1117,MAER M R1 P1 v1,3.1.0,59.88159090280656,
