PracticeImage,ImageCategory,SoundFile,CorrectAns,ReactivityImage1,PictureRatings_1,prac_reac_loop.thisRepN,prac_reac_loop.thisTrialN,prac_reac_loop.thisN,prac_reac_loop.thisIndex,reac_1_loop.thisRepN,reac_1_loop.thisTrialN,reac_1_loop.thisN,reac_1_loop.thisIndex,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,practice_reac_image.started,practice_reac_image.stopped,practice_reac_sound.started,practice_reac_sound.stopped,practice_reac_keys.keys,practice_reac_keys.corr,practice_reac_keys.rt,practice_reac_keys.started,practice_reac_keys.stopped,blank_1second.started,blank_1second.stopped,post_prac_reac_text.started,post_prac_reac_text.stopped,post_prac_reac_resp.keys,post_prac_reac_resp.rt,post_prac_reac_resp.started,post_prac_reac_resp.stopped,reac_1_image.started,reac_1_image.stopped,reac_1_sound.started,reac_1_sound.stopped,reac_1_keys.keys,reac_1_keys.corr,reac_1_keys.rt,reac_1_keys.started,reac_1_keys.stopped,blank2_1second.started,blank2_1second.stopped,postreac1_slide1_text.started,postreac1_slide1_text.stopped,postreac1_slide1_resp.keys,postreac1_slide1_resp.rt,postreac1_slide1_resp.started,postreac1_slide1_resp.stopped,postreac1_slide2_text.started,postreac1_slide2_text.stopped,postreac1_slide2_resp.keys,postreac1_slide2_resp.rt,postreac1_slide2_resp.started,postreac1_slide2_resp.stopped,postreac1_slide3_text.started,postreac1_slide3_text.stopped,postreac1_slide3_resp.keys,postreac1_slide3_resp.rt,postreac1_slide3_resp.started,postreac1_slide3_resp.stopped,prt_1_image.started,prt_1_image.stopped,prt_1_image_intensity.started,prt_1_image_intensity.stopped,prt_1_image_intensity_resp.keys,prt_1_image_intensity_resp.rt,prt_1_image_intensity_resp.started,prt_1_image_intensity_resp.stopped,prt_1_image_intensity_text.started,prt_1_image_intensity_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,blank_10seconds.started,blank_10seconds.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,10.89981977824118,None,space,17.033949176142414,10.89981977824118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
,,,,,,,,,,,,,,,,,,,,,,,,27.949866921945613,None,space,13.130330258325557,30.952583468995726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.09937346046809,None,space,23.423950504217828,47.10230274010428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.54234339967115,None,space,10.143706270383518,75.5476043246008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
images/7053.jpg,Neutral,sounds/high 1 second.wav,num_2,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.70769280693457,None,90.74950407466986,None,90.74950407466986,None,"['num_1', 'num_1']",0,"[2.3825707110499934, 5.869664032748915]",90.74950407466986,None,96.71872365255877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
images/7041.jpg,Neutral,sounds/low 1 second.wav,num_1,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7543933185143,None,97.7543933185143,None,['num_1'],0,[2.4016150850238773],97.7543933185143,None,103.70903740908489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
images/7042.jpg,Neutral,sounds/low 4 second.wav,num_1,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.74532243709837,None,104.74532243709837,None,['num_1'],0,[5.538392222400034],104.74532243709837,None,110.69928926884313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
images/7059.jpg,Neutral,sounds/high 4 second.wav,num_2,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.73082567285655,None,111.73082567285655,None,['num_2'],0,[4.607897787401271],111.73082567285655,None,117.6895916075191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7014183975225,None,space,49.91738584102404,121.72684895565726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
,Neutral,sounds/low 1 second.wav,num_1,images/7080.jpg,,,,,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.66035229477802,None,,,,,,,,,,,,,,,,,,176.70978557877424,None,176.70978557877424,None,num_1,1,1.8580860317024417,176.70978557877424,None,182.67125724357447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,001,2019_May_13_1021,MAER M R1 P1 v1,3.1.0,59.969835989800245,
