ReactivityImage1,ImageCategory,SoundFile,CorrectAns,n,blank2_1second.started_mean,blank2_1second.started_raw,blank2_1second.started_std,blank2_1second.stopped_raw,reac_1_image.started_mean,reac_1_image.started_raw,reac_1_image.started_std,reac_1_image.stopped_raw,reac_1_keys.corr_mean,reac_1_keys.corr_raw,reac_1_keys.corr_std,reac_1_keys.keys_raw,reac_1_keys.rt_mean,reac_1_keys.rt_raw,reac_1_keys.rt_std,reac_1_keys.started_mean,reac_1_keys.started_raw,reac_1_keys.started_std,reac_1_keys.stopped_raw,reac_1_sound.started_mean,reac_1_sound.started_raw,reac_1_sound.started_std,reac_1_sound.stopped_raw,order
images/2383.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,382.729736328125,382.729736328125,0.0,,376.7696838378906,376.7696838378906,0.0,,1.0,1.0,0.0,'num_1',1.8723393678665161,1.8723393678665161,0.0,376.7696838378906,376.7696838378906,0.0,,376.7696838378906,376.7696838378906,0.0,,30.0
images/5533.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,368.73199462890625,368.73199462890625,0.0,,362.7727966308594,362.7727966308594,0.0,,1.0,1.0,0.0,'num_2',1.8723640441894531,1.8723640441894531,0.0,362.7727966308594,362.7727966308594,0.0,,362.7727966308594,362.7727966308594,0.0,,28.0
images/5520.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,312.7928771972656,312.7928771972656,0.0,,306.80645751953125,306.80645751953125,0.0,,1.0,1.0,0.0,'num_1',4.902547836303711,4.902547836303711,0.0,306.80645751953125,306.80645751953125,0.0,,306.80645751953125,306.80645751953125,0.0,,20.0
images/7031.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,228.84246826171875,228.84246826171875,0.0,,222.8809814453125,222.8809814453125,0.0,,1.0,1.0,0.0,'num_2',4.694448947906494,4.694448947906494,0.0,222.8809814453125,222.8809814453125,0.0,,222.8809814453125,222.8809814453125,0.0,,8.0
images/2512.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,172.88658142089844,172.88658142089844,0.0,,166.9096221923828,166.9096221923828,0.0,,1.0,1.0,0.0,'num_1',1.7729099988937378,1.7729099988937378,0.0,166.9096221923828,166.9096221923828,0.0,,166.9096221923828,166.9096221923828,0.0,,0.0
images/2570.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,417.697509765625,417.697509765625,0.0,,411.7331848144531,411.7331848144531,0.0,,1.0,1.0,0.0,'num_2',1.8940870761871338,1.8940870761871338,0.0,411.7331848144531,411.7331848144531,0.0,,411.7331848144531,411.7331848144531,0.0,,35.0
images/7038.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,186.8673553466797,186.8673553466797,0.0,,180.9088592529297,180.9088592529297,0.0,,1.0,1.0,0.0,'num_1',4.924276828765869,4.924276828765869,0.0,180.9088592529297,180.9088592529297,0.0,,180.9088592529297,180.9088592529297,0.0,,2.0
images/5530.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,242.82308959960938,242.82308959960938,0.0,,236.86412048339844,236.86412048339844,0.0,,1.0,1.0,0.0,'num_2',4.658873081207275,4.658873081207275,0.0,236.86412048339844,236.86412048339844,0.0,,236.86412048339844,236.86412048339844,0.0,,10.0
images/7170.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,193.8575897216797,193.8575897216797,0.0,,187.89505004882812,187.89505004882812,0.0,,1.0,1.0,0.0,'num_1',1.8091143369674683,1.8091143369674683,0.0,187.89505004882812,187.89505004882812,0.0,,187.89505004882812,187.89505004882812,0.0,,3.0
images/7235.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,200.86444091796875,200.86444091796875,0.0,,194.8851776123047,194.8851776123047,0.0,,1.0,1.0,0.0,'num_2',1.7089821100234985,1.7089821100234985,0.0,194.8851776123047,194.8851776123047,0.0,,194.8851776123047,194.8851776123047,0.0,,4.0
images/7175.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,375.7389831542969,375.7389831542969,0.0,,369.7627258300781,369.7627258300781,0.0,,1.0,1.0,0.0,'num_1',5.059162139892578,5.059162139892578,0.0,369.7627258300781,369.7627258300781,0.0,,369.7627258300781,369.7627258300781,0.0,,29.0
images/2190.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,347.7612609863281,347.7612609863281,0.0,,341.80120849609375,341.80120849609375,0.0,,1.0,1.0,0.0,'num_2',4.859525680541992,4.859525680541992,0.0,341.80120849609375,341.80120849609375,0.0,,341.80120849609375,341.80120849609375,0.0,,25.0
images/7056.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,214.84536743164062,214.84536743164062,0.0,,208.8863525390625,208.8863525390625,0.0,,1.0,1.0,0.0,'num_1',1.7885202169418335,1.7885202169418335,0.0,208.8863525390625,208.8863525390625,0.0,,208.8863525390625,208.8863525390625,0.0,,6.0
images/5510.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,305.78594970703125,305.78594970703125,0.0,,299.8083190917969,299.8083190917969,0.0,,1.0,1.0,0.0,'num_2',1.74081289768219,1.74081289768219,0.0,299.8083190917969,299.8083190917969,0.0,,299.8083190917969,299.8083190917969,0.0,,19.0
images/9700.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,263.79388427734375,263.79388427734375,0.0,,257.8225402832031,257.8225402832031,0.0,,1.0,1.0,0.0,'num_1',4.971048831939697,4.971048831939697,0.0,257.8225402832031,257.8225402832031,0.0,,257.8225402832031,257.8225402832031,0.0,,13.0
images/7045.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,389.7196960449219,389.7196960449219,0.0,,383.7765808105469,383.7765808105469,0.0,,1.0,1.0,0.0,'num_2',4.875890731811523,4.875890731811523,0.0,383.7765808105469,383.7765808105469,0.0,,383.7765808105469,383.7765808105469,0.0,,31.0
images/7080.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,361.7413330078125,361.7413330078125,0.0,,355.7836608886719,355.7836608886719,0.0,,1.0,1.0,0.0,'num_1',1.8042582273483276,1.8042582273483276,0.0,355.7836608886719,355.7836608886719,0.0,,355.7836608886719,355.7836608886719,0.0,,27.0
images/2210.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,179.876953125,179.876953125,0.0,,173.9156494140625,173.9156494140625,0.0,,1.0,1.0,0.0,'num_2',1.6905747652053833,1.6905747652053833,0.0,173.9156494140625,173.9156494140625,0.0,,173.9156494140625,173.9156494140625,0.0,,1.0
images/2499.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,207.85511779785156,207.85511779785156,0.0,,201.88536071777344,201.88536071777344,0.0,,1.0,1.0,0.0,'num_1',4.76875638961792,4.76875638961792,0.0,201.88536071777344,201.88536071777344,0.0,,201.88536071777344,201.88536071777344,0.0,,5.0
images/7025.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,291.7719421386719,291.7719421386719,0.0,,285.8128967285156,285.8128967285156,0.0,,1.0,1.0,0.0,'num_2',4.774924278259277,4.774924278259277,0.0,285.8128967285156,285.8128967285156,0.0,,285.8128967285156,285.8128967285156,0.0,,17.0
images/1605.jpg,Pleasant,sounds/low 1 second.wav,num_1,1.0,326.77337646484375,326.77337646484375,0.0,,320.8056945800781,320.8056945800781,0.0,,1.0,1.0,0.0,'num_1',2.047992467880249,2.047992467880249,0.0,320.8056945800781,320.8056945800781,0.0,,320.8056945800781,320.8056945800781,0.0,,22.0
images/2360.jpg,Pleasant,sounds/high 1 second.wav,num_2,1.0,333.763916015625,333.763916015625,0.0,,327.7931823730469,327.7931823730469,0.0,,1.0,1.0,0.0,'num_2',1.8503003120422363,1.8503003120422363,0.0,327.7931823730469,327.7931823730469,0.0,,327.7931823730469,327.7931823730469,0.0,,23.0
images/2306.jpg,Pleasant,sounds/low 4 second.wav,num_1,1.0,298.77850341796875,298.77850341796875,0.0,,292.8086242675781,292.8086242675781,0.0,,1.0,1.0,0.0,'num_1',4.786497592926025,4.786497592926025,0.0,292.8086242675781,292.8086242675781,0.0,,292.8086242675781,292.8086242675781,0.0,,18.0
images/1441.jpg,Pleasant,sounds/high 4 second.wav,num_2,1.0,403.7168884277344,403.7168884277344,0.0,,397.75897216796875,397.75897216796875,0.0,,1.0,1.0,0.0,'num_2',4.874041557312012,4.874041557312012,0.0,397.75897216796875,397.75897216796875,0.0,,397.75897216796875,397.75897216796875,0.0,,33.0
images/8510.jpg,Pleasant,sounds/low 1 second.wav,num_1,1.0,396.7265625,396.7265625,0.0,,390.7513427734375,390.7513427734375,0.0,,1.0,1.0,0.0,'num_1',1.9215664863586426,1.9215664863586426,0.0,390.7513427734375,390.7513427734375,0.0,,390.7513427734375,390.7513427734375,0.0,,32.0
images/2391.jpg,Pleasant,sounds/high 1 second.wav,num_2,1.0,249.8132781982422,249.8132781982422,0.0,,243.8416290283203,243.8416290283203,0.0,,1.0,1.0,0.0,'num_2',1.9010034799575806,1.9010034799575806,0.0,243.8416290283203,243.8416290283203,0.0,,243.8416290283203,243.8416290283203,0.0,,11.0
images/2362.jpg,Pleasant,sounds/low 4 second.wav,num_1,1.0,424.6877746582031,424.6877746582031,0.0,,418.7296142578125,418.7296142578125,0.0,,1.0,1.0,0.0,'num_1',4.840845108032227,4.840845108032227,0.0,418.7296142578125,418.7296142578125,0.0,,418.7296142578125,418.7296142578125,0.0,,36.0
images/2311.jpg,Pleasant,sounds/high 4 second.wav,num_2,1.0,256.803955078125,256.803955078125,0.0,,250.83401489257812,250.83401489257812,0.0,,1.0,1.0,0.0,'num_2',4.719017505645752,4.719017505645752,0.0,250.83401489257812,250.83401489257812,0.0,,250.83401489257812,250.83401489257812,0.0,,12.0
images/4150.jpg,Pleasant,sounds/low 1 second.wav,num_1,1.0,284.78143310546875,284.78143310546875,0.0,,278.8229675292969,278.8229675292969,0.0,,1.0,1.0,0.0,'num_1',1.8220261335372925,1.8220261335372925,0.0,278.8229675292969,278.8229675292969,0.0,,278.8229675292969,278.8229675292969,0.0,,16.0
images/1900.jpg,Pleasant,sounds/high 1 second.wav,num_2,1.0,277.79095458984375,277.79095458984375,0.0,,271.83056640625,271.83056640625,0.0,,1.0,1.0,0.0,'num_2',1.8907767534255981,1.8907767534255981,0.0,271.83056640625,271.83056640625,0.0,,271.83056640625,271.83056640625,0.0,,15.0
images/6311.jpg,Unpleasant,sounds/low 1 second.wav,num_1,1.0,270.8009033203125,270.8009033203125,0.0,,264.813232421875,264.813232421875,0.0,,1.0,1.0,0.0,'num_1',1.7845522165298462,1.7845522165298462,0.0,264.813232421875,264.813232421875,0.0,,264.813232421875,264.813232421875,0.0,,14.0
images/9280.jpg,Unpleasant,sounds/high 1 second.wav,num_2,1.0,319.7830810546875,319.7830810546875,0.0,,313.8243713378906,313.8243713378906,0.0,,1.0,1.0,0.0,'num_2',1.788409948348999,1.788409948348999,0.0,313.8243713378906,313.8243713378906,0.0,,313.8243713378906,313.8243713378906,0.0,,21.0
images/2278.jpg,Unpleasant,sounds/low 4 second.wav,num_1,1.0,410.7073974609375,410.7073974609375,0.0,,404.7476806640625,404.7476806640625,0.0,,1.0,1.0,0.0,'num_1',4.9590349197387695,4.9590349197387695,0.0,404.7476806640625,404.7476806640625,0.0,,404.7476806640625,404.7476806640625,0.0,,34.0
images/2490.jpg,Unpleasant,sounds/high 4 second.wav,num_2,1.0,431.6781311035156,431.6781311035156,0.0,,425.71636962890625,425.71636962890625,0.0,,1.0,1.0,0.0,'num_2',4.761598587036133,4.761598587036133,0.0,425.71636962890625,425.71636962890625,0.0,,425.71636962890625,425.71636962890625,0.0,,37.0
images/9471.jpg,Unpleasant,sounds/low 1 second.wav,num_1,1.0,221.85211181640625,221.85211181640625,0.0,,215.87875366210938,215.87875366210938,0.0,,1.0,1.0,0.0,'num_1',1.7695879936218262,1.7695879936218262,0.0,215.87875366210938,215.87875366210938,0.0,,215.87875366210938,215.87875366210938,0.0,,7.0
images/2700.jpg,Unpleasant,sounds/high 1 second.wav,num_2,1.0,438.66839599609375,438.66839599609375,0.0,,432.7086486816406,432.7086486816406,0.0,,1.0,1.0,0.0,'num_2',1.8071860074996948,1.8071860074996948,0.0,432.7086486816406,432.7086486816406,0.0,,432.7086486816406,432.7086486816406,0.0,,38.0
images/2750.jpg,Unpleasant,sounds/low 4 second.wav,num_1,1.0,354.7511291503906,354.7511291503906,0.0,,348.7867736816406,348.7867736816406,0.0,,1.0,1.0,0.0,'num_1',4.897483825683594,4.897483825683594,0.0,348.7867736816406,348.7867736816406,0.0,,348.7867736816406,348.7867736816406,0.0,,26.0
images/9008.jpg,Unpleasant,sounds/high 4 second.wav,num_2,1.0,235.83248901367188,235.83248901367188,0.0,,229.87432861328125,229.87432861328125,0.0,,1.0,1.0,0.0,'num_2',4.674723148345947,4.674723148345947,0.0,229.87432861328125,229.87432861328125,0.0,,229.87432861328125,229.87432861328125,0.0,,9.0
images/9041.jpg,Unpleasant,sounds/low 1 second.wav,num_1,1.0,445.6588134765625,445.6588134765625,0.0,,439.697998046875,439.697998046875,0.0,,1.0,1.0,0.0,'num_1',1.890563726425171,1.890563726425171,0.0,439.697998046875,439.697998046875,0.0,,439.697998046875,439.697998046875,0.0,,39.0
images/9561.jpg,Unpleasant,sounds/high 1 second.wav,num_2,1.0,340.77044677734375,340.77044677734375,0.0,,334.783935546875,334.783935546875,0.0,,1.0,1.0,0.0,'num_2',1.9172475337982178,1.9172475337982178,0.0,334.783935546875,334.783935546875,0.0,,334.783935546875,334.783935546875,0.0,,24.0

extraInfo
participant,717
session,001
date,2019_May_06_1117
expName,MAER M R1 P1 v1
psychopyVersion,3.1.0
frameRate,59.88159090280656
