ReactivityImage2,ImageCategory,SoundFile,CorrectAns,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,postreac2_slide1_text.started,postreac2_slide1_text.stopped,postreac2_slide1_resp.keys,postreac2_slide1_resp.rt,postreac2_slide1_resp.started,postreac2_slide1_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/7217.jpg,Neutral,sounds/low 4 second.wav,num_1,0,22,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,219.7560166688254,None,219.7560166688254,None,num_1,1,5.407447848325319,219.7560166688254,None,225.7299608879348,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/7130.jpg,Neutral,sounds/low 1 second.wav,num_1,0,23,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,226.76591892922443,None,226.76591892922443,None,num_1,1,1.950780453522384,226.76591892922443,None,232.7371063441351,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/1590.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,233.7708589420672,None,233.7708589420672,None,num_1,1,1.6861077199828287,233.7708589420672,None,239.7274423557501,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/2456.jpg,Unpleasant,sounds/high 1 second.wav,num_2,0,25,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,240.77412323861245,None,240.77412323861245,None,num_2,1,2.5074436718059587,240.77412323861245,None,246.71773389793452,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/9210.jpg,Neutral,sounds/low 1 second.wav,num_1,0,26,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,247.75276288869827,None,247.75276288869827,None,num_1,1,2.536048632729944,247.75276288869827,None,253.7080422663912,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/2900.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,27,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,254.74148538112604,None,254.74148538112604,None,num_1,1,2.487119639894445,254.74148538112604,None,260.71499902798314,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/2840.jpg,Neutral,sounds/low 1 second.wav,num_1,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,261.74792052832163,None,261.74792052832163,None,num_1,1,1.970928110058594,261.74792052832163,None,267.7053557719664,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/2387.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,29,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7259958973955,None,268.7259958973955,None,num_1,1,2.3501889500075777,268.7259958973955,None,274.7123044208929,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/8162.jpg,Pleasant,sounds/high 4 second.wav,num_2,0,30,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,275.74542453132017,None,275.74542453132017,None,num_2,1,4.406198798182231,275.74542453132017,None,281.7025881508798,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/5594.jpg,Pleasant,sounds/high 1 second.wav,num_2,0,31,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,282.7384800889631,None,282.7384800889631,None,num_2,1,1.7675694061144895,282.7384800889631,None,288.7091068284917,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/7006.jpg,Neutral,sounds/high 1 second.wav,num_2,0,32,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,289.7281036882887,None,289.7281036882887,None,num_2,1,1.6013216434821516,289.7281036882887,None,295.6997541261171,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/6220.jpg,Unpleasant,sounds/high 4 second.wav,num_2,0,33,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,296.73873969428496,None,296.73873969428496,None,num_2,1,5.5851675220528705,296.73873969428496,None,302.69005979035137,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/7030.jpg,Neutral,sounds/low 4 second.wav,num_1,0,34,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,303.72630808481335,None,303.72630808481335,None,num_1,1,5.0707334361140965,303.72630808481335,None,309.68045229016025,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/9001.jpg,Unpleasant,sounds/low 1 second.wav,num_1,0,35,35,34,,,,,,,,,,,,,,,,,,,,,,,,,,,310.7175761516464,None,310.7175761516464,None,num_1,1,1.4661892612930387,310.7175761516464,None,316.67073181358137,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/7004.jpg,Neutral,sounds/high 4 second.wav,num_2,0,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,317.7048317538174,None,317.7048317538174,None,num_2,1,5.489978002655334,317.7048317538174,None,323.67779373936537,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/2590.jpg,Unpleasant,sounds/low 4 second.wav,num_1,0,37,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,324.7145215825476,None,324.7145215825476,None,num_1,1,5.153875345577035,324.7145215825476,None,330.6680423144662,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/9330.jpg,Unpleasant,sounds/high 4 second.wav,num_2,0,38,38,33,,,,,,,,,,,,,,,,,,,,,,,,,,,331.701494443274,None,331.701494443274,None,num_2,1,5.207444783540268,331.701494443274,None,337.6582863825297,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
images/7481.jpg,Pleasant,sounds/low 4 second.wav,num_1,0,39,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,338.69158286833226,None,338.69158286833226,None,num_1,1,5.373979494183004,338.69158286833226,None,344.6652963271554,None,,,,,,,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6953047793522,None,space,2.3540145228744223,348.7193185720862,None,812,002,2019_May_06_1246,MAER M R1 P2 v1,3.1.0,59.97623029395816,
