ReactivityImage2,ImageCategory,SoundFile,CorrectAns,n,blank_1second.started_mean,blank_1second.started_raw,blank_1second.started_std,blank_1second.stopped_raw,reac_2_image.started_mean,reac_2_image.started_raw,reac_2_image.started_std,reac_2_image.stopped_raw,reac_2_keys.corr_mean,reac_2_keys.corr_raw,reac_2_keys.corr_std,reac_2_keys.keys_raw,reac_2_keys.rt_mean,reac_2_keys.rt_raw,reac_2_keys.rt_std,reac_2_keys.started_mean,reac_2_keys.started_raw,reac_2_keys.started_std,reac_2_keys.stopped_raw,reac_2_sound.started_mean,reac_2_sound.started_raw,reac_2_sound.started_std,reac_2_sound.stopped_raw,order
images/7010.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,92.86429595947266,92.86429595947266,0.0,,86.90705871582031,86.90705871582031,0.0,,1.0,1.0,0.0,'num_1',2.287498712539673,2.287498712539673,0.0,86.90705871582031,86.90705871582031,0.0,,86.90705871582031,86.90705871582031,0.0,,3.0
images/2357.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,71.89325714111328,71.89325714111328,0.0,,65.95481872558594,65.95481872558594,0.0,,1.0,1.0,0.0,'num_2',3.1862616539001465,3.1862616539001465,0.0,65.95481872558594,65.95481872558594,0.0,,65.95481872558594,65.95481872558594,0.0,,0.0
images/7090.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,197.73561096191406,197.73561096191406,0.0,,191.77841186523438,191.77841186523438,0.0,,1.0,1.0,0.0,'num_1',5.3571271896362305,5.3571271896362305,0.0,191.77841186523438,191.77841186523438,0.0,,191.77841186523438,191.77841186523438,0.0,,18.0
images/7040.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,183.75474548339844,183.75474548339844,0.0,,177.79818725585938,177.79818725585938,0.0,,1.0,1.0,0.0,'num_2',5.873944282531738,5.873944282531738,0.0,177.79818725585938,177.79818725585938,0.0,,177.79818725585938,177.79818725585938,0.0,,16.0
images/2840.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,267.7053527832031,267.7053527832031,0.0,,261.7479248046875,261.7479248046875,0.0,,1.0,1.0,0.0,'num_1',1.9709280729293823,1.9709280729293823,0.0,261.7479248046875,261.7479248046875,0.0,,261.7479248046875,261.7479248046875,0.0,,28.0
images/2890.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,155.79364013671875,155.79364013671875,0.0,,149.8212432861328,149.8212432861328,0.0,,1.0,1.0,0.0,'num_2',2.3869826793670654,2.3869826793670654,0.0,149.8212432861328,149.8212432861328,0.0,,149.8212432861328,149.8212432861328,0.0,,12.0
images/7950.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,127.81578826904297,127.81578826904297,0.0,,121.86085510253906,121.86085510253906,0.0,,1.0,1.0,0.0,'num_1',5.638570308685303,5.638570308685303,0.0,121.86085510253906,121.86085510253906,0.0,,121.86085510253906,121.86085510253906,0.0,,8.0
images/7052.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,169.77435302734375,169.77435302734375,0.0,,163.81954956054688,163.81954956054688,0.0,,1.0,1.0,0.0,'num_2',5.538293361663818,5.538293361663818,0.0,163.81954956054688,163.81954956054688,0.0,,163.81954956054688,163.81954956054688,0.0,,14.0
images/7130.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,232.7371063232422,232.7371063232422,0.0,,226.7659149169922,226.7659149169922,0.0,,1.0,1.0,0.0,'num_1',1.9507805109024048,1.9507805109024048,0.0,226.7659149169922,226.7659149169922,0.0,,226.7659149169922,226.7659149169922,0.0,,23.0
images/5510.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,78.88378143310547,78.88378143310547,0.0,,72.9271011352539,72.9271011352539,0.0,,1.0,1.0,0.0,'num_2',2.320219039916992,2.320219039916992,0.0,72.9271011352539,72.9271011352539,0.0,,72.9271011352539,72.9271011352539,0.0,,1.0
images/7030.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,309.6804504394531,309.6804504394531,0.0,,303.726318359375,303.726318359375,0.0,,1.0,1.0,0.0,'num_1',5.070733547210693,5.070733547210693,0.0,303.726318359375,303.726318359375,0.0,,303.726318359375,303.726318359375,0.0,,34.0
images/7004.jpg,Neutral,sounds/high 4 second.wav,num_2,1.0,323.67779541015625,323.67779541015625,0.0,,317.704833984375,317.704833984375,0.0,,1.0,1.0,0.0,'num_2',5.489977836608887,5.489977836608887,0.0,317.704833984375,317.704833984375,0.0,,317.704833984375,317.704833984375,0.0,,36.0
images/2441.jpg,Neutral,sounds/low 1 second.wav,num_1,1.0,85.87394714355469,85.87394714355469,0.0,,79.92122650146484,79.92122650146484,0.0,,1.0,1.0,0.0,'num_1',2.416557788848877,2.416557788848877,0.0,79.92122650146484,79.92122650146484,0.0,,79.92122650146484,79.92122650146484,0.0,,2.0
images/7006.jpg,Neutral,sounds/high 1 second.wav,num_2,1.0,295.69976806640625,295.69976806640625,0.0,,289.7281188964844,289.7281188964844,0.0,,1.0,1.0,0.0,'num_2',1.6013216972351074,1.6013216972351074,0.0,289.7281188964844,289.7281188964844,0.0,,289.7281188964844,289.7281188964844,0.0,,32.0
images/7217.jpg,Neutral,sounds/low 4 second.wav,num_1,1.0,225.72996520996094,225.72996520996094,0.0,,219.75601196289062,219.75601196289062,0.0,,1.0,1.0,0.0,'num_1',5.407447814941406,5.407447814941406,0.0,219.75601196289062,219.75601196289062,0.0,,219.75601196289062,219.75601196289062,0.0,,22.0
