ReactivityImage2,ImageCategory,SoundFile,CorrectAns,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.618725215001177,None,space,9.681803731954915,10.618725215001177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
,,,,,,,,,,,,,,20.316373618515172,None,space,9.760462206614193,23.319384926393923,None,,,,,,,,,,,,,,,,,,,,,,,,,,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
,,,,,,,,,,,,,,,,,,,,33.09585495964393,None,space,7.992157739409777,36.09883622054713,None,,,,,,,,,,,,,,,,,,,,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
,,,,,,,,,,,,,,,,,,,,,,,,,,44.10682270661937,None,space,0.28425971163323993,49.111885321511636,None,,,,,,,,,,,,,,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
images/2357.jpg,Neutral,sounds/high 1 second.wav,num_2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,49.41215556400857,None,54.46899152134438,None,54.46899152134438,None,num_2,1,3.035569008588027,54.46899152134438,None,60.42336248490892,None,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
images/2441.jpg,Neutral,sounds/low 1 second.wav,num_1,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4565349467357,None,61.4565349467357,None,num_1,1,2.387435917312814,61.4565349467357,None,67.41327541478313,None,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
images/7010.jpg,Neutral,sounds/low 1 second.wav,num_1,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43921556962141,None,68.43921556962141,None,num_1,1,1.7445541359361414,68.43921556962141,None,74.40388873965549,None,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
images/7161.jpg,Neutral,sounds/low 4 second.wav,num_1,0,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,75.44392363020324,None,75.44392363020324,None,num_1,1,4.599593103858751,75.44392363020324,None,81.39415291867272,None,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
images/2387.jpg,Pleasant,sounds/low 1 second.wav,num_1,0,4,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,82.43166206046499,None,82.43166206046499,None,num_1,1,1.5655649041709694,82.43166206046499,None,88.40111450241284,None,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
images/7006.jpg,Neutral,sounds/high 1 second.wav,num_2,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,89.43743228162884,None,89.43743228162884,None,num_2,1,1.6173424531912133,89.43743228162884,None,95.39146341390096,None,689,002,2019_May_13_0947,MAER M R1 P2 v1,3.1.0,59.915746569973805,
