PictureRatings_1,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_1_image.started_mean,prt_1_image.started_raw,prt_1_image.started_std,prt_1_image.stopped_raw,prt_1_vas.response_mean,prt_1_vas.response_raw,prt_1_vas.response_std,prt_1_vas.rt_mean,prt_1_vas.rt_raw,prt_1_vas.rt_std,prt_1_vas.started_mean,prt_1_vas.started_raw,prt_1_vas.started_std,prt_1_vas.stopped_raw,prt_1_vas_guide.started_mean,prt_1_vas_guide.started_raw,prt_1_vas_guide.started_std,prt_1_vas_guide.stopped_raw,prt_1_vas_instructions.started_mean,prt_1_vas_instructions.started_raw,prt_1_vas_instructions.started_std,prt_1_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,prt_image_intens_text.started_mean,prt_image_intens_text.started_raw,prt_image_intens_text.started_std,prt_image_intens_text.stopped_raw,order
images/2512.jpg,Neutral,1,1.0,289.4635314941406,289.4635314941406,0.0,,280.32733154296875,280.32733154296875,0.0,,0.0,0.0,0.0,1.3209999799728394,1.3209999799728394,0.0,288.1224060058594,288.1224060058594,0.0,,288.1224060058594,288.1224060058594,0.0,,288.1224060058594,288.1224060058594,0.0,,286.27716064453125,286.27716064453125,0.0,,'num_5',1.8196128606796265,1.8196128606796265,0.0,286.27716064453125,286.27716064453125,0.0,,286.27716064453125,286.27716064453125,0.0,,7.0
images/7010.jpg,Neutral,1,1.0,311.0182189941406,311.0182189941406,0.0,,299.4992370605469,299.4992370605469,0.0,,0.0,0.0,0.0,2.5320000648498535,2.5320000648498535,0.0,308.4682922363281,308.4682922363281,0.0,,308.4682922363281,308.4682922363281,0.0,,308.4682922363281,308.4682922363281,0.0,,305.4628601074219,305.4628601074219,0.0,,'num_2',2.98732852935791,2.98732852935791,0.0,305.4628601074219,305.4628601074219,0.0,,305.4628601074219,305.4628601074219,0.0,,8.0
images/7175.jpg,Neutral,1,1.0,379.6033935546875,379.6033935546875,0.0,,366.9837646484375,366.9837646484375,0.0,,3.0,3.0,0.0,4.448999881744385,4.448999881744385,0.0,375.1346435546875,375.1346435546875,0.0,,375.1346435546875,375.1346435546875,0.0,,375.1346435546875,375.1346435546875,0.0,,372.93035888671875,372.93035888671875,0.0,,'num_1',2.186352491378784,2.186352491378784,0.0,372.93035888671875,372.93035888671875,0.0,,372.93035888671875,372.93035888671875,0.0,,11.0
images/2840.jpg,Neutral,1,1.0,177.86900329589844,177.86900329589844,0.0,,162.0277557373047,162.0277557373047,0.0,,-2.0,-2.0,0.0,5.558000087738037,5.558000087738037,0.0,172.28892517089844,172.28892517089844,0.0,,172.28892517089844,172.28892517089844,0.0,,172.28892517089844,172.28892517089844,0.0,,167.97573852539062,167.97573852539062,0.0,,'num_4',4.288292407989502,4.288292407989502,0.0,167.97573852539062,167.97573852539062,0.0,,167.97573852539062,167.97573852539062,0.0,,2.0
images/5594.jpg,Pleasant,2,1.0,223.9147186279297,223.9147186279297,0.0,,214.0263671875,214.0263671875,0.0,,0.0,0.0,0.0,2.2880001068115234,2.2880001068115234,0.0,221.60598754882812,221.60598754882812,0.0,,221.60598754882812,221.60598754882812,0.0,,221.60598754882812,221.60598754882812,0.0,,219.9941864013672,219.9941864013672,0.0,,'num_5',1.5858205556869507,1.5858205556869507,0.0,219.9941864013672,219.9941864013672,0.0,,219.9941864013672,219.9941864013672,0.0,,4.0
images/8380.jpg,Pleasant,2,1.0,245.80303955078125,245.80303955078125,0.0,,233.95042419433594,233.95042419433594,0.0,,14.0,14.0,0.0,2.680999994277954,2.680999994277954,0.0,243.1029052734375,243.1029052734375,0.0,,243.1029052734375,243.1029052734375,0.0,,243.1029052734375,243.1029052734375,0.0,,239.8975372314453,239.8975372314453,0.0,,'num_6',3.187213182449341,3.187213182449341,0.0,239.8975372314453,239.8975372314453,0.0,,239.8975372314453,239.8975372314453,0.0,,5.0
images/2057.jpg,Pleasant,2,1.0,112.2862319946289,112.2862319946289,0.0,,90.90618133544922,90.90618133544922,0.0,,0.0,0.0,0.0,8.942000389099121,8.942000389099121,0.0,103.3272476196289,103.3272476196289,0.0,,103.3272476196289,103.3272476196289,0.0,,103.3272476196289,103.3272476196289,0.0,,96.8543472290039,96.8543472290039,0.0,,'num_6',6.456535816192627,6.456535816192627,0.0,96.8543472290039,96.8543472290039,0.0,,96.8543472290039,96.8543472290039,0.0,,0.0
images/1441.jpg,Pleasant,2,1.0,151.99258422851562,151.99258422851562,0.0,,122.32544708251953,122.32544708251953,0.0,,20.0,20.0,0.0,16.41200065612793,16.41200065612793,0.0,135.5618438720703,135.5618438720703,0.0,,135.5618438720703,135.5618438720703,0.0,,135.5618438720703,135.5618438720703,0.0,,128.28604125976562,128.28604125976562,0.0,,'num_6',7.257968902587891,7.257968902587891,0.0,128.28604125976562,128.28604125976562,0.0,,128.28604125976562,128.28604125976562,0.0,,1.0
images/3064.jpg,Unpleasant,3,1.0,336.6103820800781,336.6103820800781,0.0,,321.0506286621094,321.0506286621094,0.0,,-35.0,-35.0,0.0,6.367000102996826,6.367000102996826,0.0,330.2232666015625,330.2232666015625,0.0,,330.2232666015625,330.2232666015625,0.0,,330.2232666015625,330.2232666015625,0.0,,327.0013122558594,327.0013122558594,0.0,,'num_8',3.2041046619415283,3.2041046619415283,0.0,327.0013122558594,327.0013122558594,0.0,,327.0013122558594,327.0013122558594,0.0,,9.0
images/6311.jpg,Unpleasant,3,1.0,356.94757080078125,356.94757080078125,0.0,,346.64276123046875,346.64276123046875,0.0,,0.0,0.0,0.0,2.638000011444092,2.638000011444092,0.0,354.2879638671875,354.2879638671875,0.0,,354.2879638671875,354.2879638671875,0.0,,354.2879638671875,354.2879638671875,0.0,,352.6102294921875,352.6102294921875,0.0,,'num_5',1.6522417068481445,1.6522417068481445,0.0,352.6102294921875,352.6102294921875,0.0,,352.6102294921875,352.6102294921875,0.0,,10.0
images/2205.jpg,Unpleasant,3,1.0,203.9945068359375,203.9945068359375,0.0,,187.8880615234375,187.8880615234375,0.0,,-17.0,-17.0,0.0,6.874000072479248,6.874000072479248,0.0,197.0983428955078,197.0983428955078,0.0,,197.0983428955078,197.0983428955078,0.0,,197.0983428955078,197.0983428955078,0.0,,193.85171508789062,193.85171508789062,0.0,,'num_7',3.2204859256744385,3.2204859256744385,0.0,193.85171508789062,193.85171508789062,0.0,,193.85171508789062,193.85171508789062,0.0,,3.0
images/2750.jpg,Unpleasant,3,1.0,270.2941589355469,270.2941589355469,0.0,,255.83203125,255.83203125,0.0,,-25.0,-25.0,0.0,4.322999954223633,4.322999954223633,0.0,265.9486389160156,265.9486389160156,0.0,,265.9486389160156,265.9486389160156,0.0,,265.9486389160156,265.9486389160156,0.0,,261.7861633300781,261.7861633300781,0.0,,'num_6',4.138061046600342,4.138061046600342,0.0,261.7861633300781,261.7861633300781,0.0,,261.7861633300781,261.7861633300781,0.0,,6.0

extraInfo
participant,848
session,001
date,2019_Jun_04_0915
expName,MAER M R1 P1 v1
psychopyVersion,3.1.0
frameRate,59.51167568789921
