PictureRatings_1,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_1_image.started_mean,prt_1_image.started_raw,prt_1_image.started_std,prt_1_image.stopped_raw,prt_1_vas.response_mean,prt_1_vas.response_raw,prt_1_vas.response_std,prt_1_vas.rt_mean,prt_1_vas.rt_raw,prt_1_vas.rt_std,prt_1_vas.started_mean,prt_1_vas.started_raw,prt_1_vas.started_std,prt_1_vas.stopped_raw,prt_1_vas_guide.started_mean,prt_1_vas_guide.started_raw,prt_1_vas_guide.started_std,prt_1_vas_guide.stopped_raw,prt_1_vas_instructions.started_mean,prt_1_vas_instructions.started_raw,prt_1_vas_instructions.started_std,prt_1_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,prt_image_intens_text.started_mean,prt_image_intens_text.started_raw,prt_image_intens_text.started_std,prt_image_intens_text.stopped_raw,order
images/2512.jpg,Neutral,1,1.0,426.9242858886719,426.9242858886719,0.0,,413.317626953125,413.317626953125,0.0,,-1.0,-1.0,0.0,5.376999855041504,5.376999855041504,0.0,421.5252685546875,421.5252685546875,0.0,,421.5252685546875,421.5252685546875,0.0,,421.5252685546875,421.5252685546875,0.0,,419.2669677734375,419.2669677734375,0.0,,'num_5',2.2362465858459473,2.2362465858459473,0.0,419.2669677734375,419.2669677734375,0.0,,419.2669677734375,419.2669677734375,0.0,,10.0
images/7010.jpg,Neutral,1,1.0,128.62644958496094,128.62644958496094,0.0,,98.188232421875,98.188232421875,0.0,,0.0,0.0,0.0,17.46299934387207,17.46299934387207,0.0,111.15648651123047,111.15648651123047,0.0,,111.15648651123047,111.15648651123047,0.0,,111.15648651123047,111.15648651123047,0.0,,104.13555908203125,104.13555908203125,0.0,,'num_5',6.991098403930664,6.991098403930664,0.0,104.13555908203125,104.13555908203125,0.0,,104.13555908203125,104.13555908203125,0.0,,0.0
images/7175.jpg,Neutral,1,1.0,154.80230712890625,154.80230712890625,0.0,,138.65924072265625,138.65924072265625,0.0,,0.0,0.0,0.0,4.053999900817871,4.053999900817871,0.0,150.73167419433594,150.73167419433594,0.0,,150.73167419433594,150.73167419433594,0.0,,150.73167419433594,150.73167419433594,0.0,,144.62603759765625,144.62603759765625,0.0,,'num_5',6.0892133712768555,6.0892133712768555,0.0,144.62603759765625,144.62603759765625,0.0,,144.62603759765625,144.62603759765625,0.0,,1.0
images/2840.jpg,Neutral,1,1.0,309.45697021484375,309.45697021484375,0.0,,295.91485595703125,295.91485595703125,0.0,,-2.0,-2.0,0.0,4.955999851226807,4.955999851226807,0.0,304.4779968261719,304.4779968261719,0.0,,304.4779968261719,304.4779968261719,0.0,,304.4779968261719,304.4779968261719,0.0,,301.86651611328125,301.86651611328125,0.0,,'num_5',2.5867855548858643,2.5867855548858643,0.0,301.86651611328125,301.86651611328125,0.0,,301.86651611328125,301.86651611328125,0.0,,6.0
images/5594.jpg,Pleasant,2,1.0,285.8834228515625,285.8834228515625,0.0,,269.25433349609375,269.25433349609375,0.0,,13.0,13.0,0.0,7.843999862670898,7.843999862670898,0.0,278.01898193359375,278.01898193359375,0.0,,278.01898193359375,278.01898193359375,0.0,,278.01898193359375,278.01898193359375,0.0,,275.2064514160156,275.2064514160156,0.0,,'num_6',2.786975860595703,2.786975860595703,0.0,275.2064514160156,275.2064514160156,0.0,,275.2064514160156,275.2064514160156,0.0,,5.0
images/8380.jpg,Pleasant,2,1.0,230.294677734375,230.294677734375,0.0,,211.79757690429688,211.79757690429688,0.0,,20.0,20.0,0.0,6.7769999504089355,6.7769999504089355,0.0,223.49659729003906,223.49659729003906,0.0,,223.49659729003906,223.49659729003906,0.0,,223.49659729003906,223.49659729003906,0.0,,217.76576232910156,217.76576232910156,0.0,,'num_6',5.706447124481201,5.706447124481201,0.0,217.76576232910156,217.76576232910156,0.0,,217.76576232910156,217.76576232910156,0.0,,3.0
images/2057.jpg,Pleasant,2,1.0,259.2232666015625,259.2232666015625,0.0,,240.30967712402344,240.30967712402344,0.0,,17.0,17.0,0.0,10.345000267028809,10.345000267028809,0.0,248.8560333251953,248.8560333251953,0.0,,248.8560333251953,248.8560333251953,0.0,,248.8560333251953,248.8560333251953,0.0,,246.2772979736328,246.2772979736328,0.0,,'num_6',2.553715467453003,2.553715467453003,0.0,246.2772979736328,246.2772979736328,0.0,,246.2772979736328,246.2772979736328,0.0,,4.0
images/1441.jpg,Pleasant,2,1.0,201.7826385498047,201.7826385498047,0.0,,164.8408203125,164.8408203125,0.0,,15.0,15.0,0.0,22.267000198364258,22.267000198364258,0.0,179.49644470214844,179.49644470214844,0.0,,179.49644470214844,179.49644470214844,0.0,,179.49644470214844,179.49644470214844,0.0,,170.78558349609375,170.78558349609375,0.0,,'num_6',8.69301986694336,8.69301986694336,0.0,170.78558349609375,170.78558349609375,0.0,,170.78558349609375,170.78558349609375,0.0,,2.0
images/3064.jpg,Unpleasant,3,1.0,344.65924072265625,344.65924072265625,0.0,,319.47650146484375,319.47650146484375,0.0,,-30.0,-30.0,0.0,12.918000221252441,12.918000221252441,0.0,331.7217712402344,331.7217712402344,0.0,,331.7217712402344,331.7217712402344,0.0,,331.7217712402344,331.7217712402344,0.0,,325.45672607421875,325.45672607421875,0.0,,'num_7',6.24029016494751,6.24029016494751,0.0,325.45672607421875,325.45672607421875,0.0,,325.45672607421875,325.45672607421875,0.0,,7.0
images/6311.jpg,Unpleasant,3,1.0,403.2839050292969,403.2839050292969,0.0,,380.4329528808594,380.4329528808594,0.0,,-5.0,-5.0,0.0,10.61299991607666,10.61299991607666,0.0,392.648681640625,392.648681640625,0.0,,392.648681640625,392.648681640625,0.0,,392.648681640625,392.648681640625,0.0,,386.38409423828125,386.38409423828125,0.0,,'num_5',6.240261554718018,6.240261554718018,0.0,386.38409423828125,386.38409423828125,0.0,,386.38409423828125,386.38409423828125,0.0,,9.0
images/2205.jpg,Unpleasant,3,1.0,450.53125,450.53125,0.0,,436.9434509277344,436.9434509277344,0.0,,-4.0,-4.0,0.0,4.4720001220703125,4.4720001220703125,0.0,446.0372619628906,446.0372619628906,0.0,,446.0372619628906,446.0372619628906,0.0,,446.0372619628906,446.0372619628906,0.0,,442.90740966796875,442.90740966796875,0.0,,'num_6',3.103749990463257,3.103749990463257,0.0,442.90740966796875,442.90740966796875,0.0,,442.90740966796875,442.90740966796875,0.0,,11.0
images/2750.jpg,Unpleasant,3,1.0,370.40093994140625,370.40093994140625,0.0,,354.6912841796875,354.6912841796875,0.0,,-6.0,-6.0,0.0,5.382999897003174,5.382999897003174,0.0,364.9958190917969,364.9958190917969,0.0,,364.9958190917969,364.9958190917969,0.0,,364.9958190917969,364.9958190917969,0.0,,360.657958984375,360.657958984375,0.0,,'num_6',4.321333885192871,4.321333885192871,0.0,360.657958984375,360.657958984375,0.0,,360.657958984375,360.657958984375,0.0,,8.0

extraInfo
participant,800
session,001
date,2019_May_27_1029
expName,MAER M R1 P1 v1
psychopyVersion,3.1.0
frameRate,59.86999273238365
