PictureRatings_1,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_1_image.started_mean,prt_1_image.started_raw,prt_1_image.started_std,prt_1_image.stopped_raw,prt_1_vas.response_mean,prt_1_vas.response_raw,prt_1_vas.response_std,prt_1_vas.rt_mean,prt_1_vas.rt_raw,prt_1_vas.rt_std,prt_1_vas.started_mean,prt_1_vas.started_raw,prt_1_vas.started_std,prt_1_vas.stopped_raw,prt_1_vas_guide.started_mean,prt_1_vas_guide.started_raw,prt_1_vas_guide.started_std,prt_1_vas_guide.stopped_raw,prt_1_vas_instructions.started_mean,prt_1_vas_instructions.started_raw,prt_1_vas_instructions.started_std,prt_1_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,prt_image_intens_text.started_mean,prt_image_intens_text.started_raw,prt_image_intens_text.started_std,prt_image_intens_text.stopped_raw,order
images/2512.jpg,Neutral,1,1.0,379.8402404785156,379.8402404785156,0.0,,359.49853515625,359.49853515625,0.0,,28.0,28.0,0.0,7.414999961853027,7.414999961853027,0.0,372.4044494628906,372.4044494628906,0.0,,372.4044494628906,372.4044494628906,0.0,,372.4044494628906,372.4044494628906,0.0,,365.4428405761719,365.4428405761719,0.0,,'6',6.940691947937012,6.940691947937012,0.0,365.4428405761719,365.4428405761719,0.0,,365.4428405761719,365.4428405761719,0.0,,6.0
images/7010.jpg,Neutral,1,1.0,254.1650390625,254.1650390625,0.0,,230.88446044921875,230.88446044921875,0.0,,30.0,30.0,0.0,11.1850004196167,11.1850004196167,0.0,242.9592742919922,242.9592742919922,0.0,,242.9592742919922,242.9592742919922,0.0,,242.9592742919922,242.9592742919922,0.0,,236.84768676757812,236.84768676757812,0.0,,'5',6.090358257293701,6.090358257293701,0.0,236.84768676757812,236.84768676757812,0.0,,236.84768676757812,236.84768676757812,0.0,,2.0
images/7175.jpg,Neutral,1,1.0,408.0683288574219,408.0683288574219,0.0,,389.8747863769531,389.8747863769531,0.0,,30.0,30.0,0.0,6.074999809265137,6.074999809265137,0.0,401.96923828125,401.96923828125,0.0,,401.96923828125,401.96923828125,0.0,,401.96923828125,401.96923828125,0.0,,395.82330322265625,395.82330322265625,0.0,,'5',6.123641490936279,6.123641490936279,0.0,395.82330322265625,395.82330322265625,0.0,,395.82330322265625,395.82330322265625,0.0,,7.0
images/2840.jpg,Neutral,1,1.0,321.21490478515625,321.21490478515625,0.0,,294.9783630371094,294.9783630371094,0.0,,25.0,25.0,0.0,11.946999549865723,11.946999549865723,0.0,309.2450256347656,309.2450256347656,0.0,,309.2450256347656,309.2450256347656,0.0,,309.2450256347656,309.2450256347656,0.0,,300.9452209472656,300.9452209472656,0.0,,'5',8.275605201721191,8.275605201721191,0.0,300.9452209472656,300.9452209472656,0.0,,300.9452209472656,300.9452209472656,0.0,,4.0
images/5594.jpg,Pleasant,2,1.0,349.4599304199219,349.4599304199219,0.0,,331.2489929199219,331.2489929199219,0.0,,30.0,30.0,0.0,7.043000221252441,7.043000221252441,0.0,342.3953552246094,342.3953552246094,0.0,,342.3953552246094,342.3953552246094,0.0,,342.3953552246094,342.3953552246094,0.0,,337.1978454589844,337.1978454589844,0.0,,'6',5.172736644744873,5.172736644744873,0.0,337.1978454589844,337.1978454589844,0.0,,337.1978454589844,337.1978454589844,0.0,,5.0
images/8380.jpg,Pleasant,2,1.0,526.2698364257812,526.2698364257812,0.0,,506.1954040527344,506.1954040527344,0.0,,32.0,32.0,0.0,9.979999542236328,9.979999542236328,0.0,516.2679443359375,516.2679443359375,0.0,,516.2679443359375,516.2679443359375,0.0,,516.2679443359375,516.2679443359375,0.0,,512.15625,512.15625,0.0,,'7',4.088020324707031,4.088020324707031,0.0,512.15625,512.15625,0.0,,512.15625,512.15625,0.0,,11.0
images/2057.jpg,Pleasant,2,1.0,463.5570373535156,463.5570373535156,0.0,,445.96038818359375,445.96038818359375,0.0,,25.0,25.0,0.0,7.493000030517578,7.493000030517578,0.0,456.0411682128906,456.0411682128906,0.0,,456.0411682128906,456.0411682128906,0.0,,456.0411682128906,456.0411682128906,0.0,,451.92919921875,451.92919921875,0.0,,'6',4.088233947753906,4.088233947753906,0.0,451.92919921875,451.92919921875,0.0,,451.92919921875,451.92919921875,0.0,,9.0
images/1441.jpg,Pleasant,2,1.0,220.86473083496094,220.86473083496094,0.0,,197.85888671875,197.85888671875,0.0,,32.0,32.0,0.0,8.604999542236328,8.604999542236328,0.0,212.23965454101562,212.23965454101562,0.0,,212.23965454101562,212.23965454101562,0.0,,212.23965454101562,212.23965454101562,0.0,,203.81480407714844,203.81480407714844,0.0,,'4',8.408251762390137,8.408251762390137,0.0,203.81480407714844,203.81480407714844,0.0,,203.81480407714844,203.81480407714844,0.0,,1.0
images/3064.jpg,Unpleasant,3,1.0,284.9620361328125,284.9620361328125,0.0,,264.2030029296875,264.2030029296875,0.0,,15.0,15.0,0.0,9.793999671936035,9.793999671936035,0.0,275.14483642578125,275.14483642578125,0.0,,275.14483642578125,275.14483642578125,0.0,,275.14483642578125,275.14483642578125,0.0,,270.14776611328125,270.14776611328125,0.0,,'8',4.971651077270508,4.971651077270508,0.0,270.14776611328125,270.14776611328125,0.0,,270.14776611328125,270.14776611328125,0.0,,3.0
images/6311.jpg,Unpleasant,3,1.0,496.15643310546875,496.15643310546875,0.0,,473.593994140625,473.593994140625,0.0,,22.0,22.0,0.0,14.168000221252441,14.168000221252441,0.0,481.9668884277344,481.9668884277344,0.0,,481.9668884277344,481.9668884277344,0.0,,481.9668884277344,481.9668884277344,0.0,,479.5400695800781,479.5400695800781,0.0,,'7',2.403439521789551,2.403439521789551,0.0,479.5400695800781,479.5400695800781,0.0,,479.5400695800781,479.5400695800781,0.0,,10.0
