PictureRatings_2,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_2_image.started_mean,prt_2_image.started_raw,prt_2_image.started_std,prt_2_image.stopped_raw,prt_2_vas.response_mean,prt_2_vas.response_raw,prt_2_vas.response_std,prt_2_vas.rt_mean,prt_2_vas.rt_raw,prt_2_vas.rt_std,prt_2_vas.started_mean,prt_2_vas.started_raw,prt_2_vas.started_std,prt_2_vas.stopped_raw,prt_2_vas_guide.started_mean,prt_2_vas_guide.started_raw,prt_2_vas_guide.started_std,prt_2_vas_guide.stopped_raw,prt_2_vas_instructions.started_mean,prt_2_vas_instructions.started_raw,prt_2_vas_instructions.started_std,prt_2_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,text.started_mean,text.started_raw,text.started_std,text.stopped_raw,order
images/2393.jpg,Neutral,1,1.0,127.39061737060547,127.39061737060547,0.0,,117.81913757324219,117.81913757324219,0.0,,-12.0,-12.0,0.0,2.555999994277954,2.555999994277954,0.0,0.012731793336570263,0.012731793336570263,0.0,,124.81356811523438,124.81356811523438,0.0,,124.81356811523438,124.81356811523438,0.0,,123.77075958251953,123.77075958251953,0.0,,'num_2',1.018523931503296,1.018523931503296,0.0,123.77075958251953,123.77075958251953,0.0,,123.77075958251953,123.77075958251953,0.0,,4.0
images/7009.jpg,Neutral,1,1.0,43.7904167175293,43.7904167175293,0.0,,31.195568084716797,31.195568084716797,0.0,,-11.0,-11.0,0.0,3.6989998817443848,3.6989998817443848,0.0,0.0025717183016240597,0.0025717183016240597,0.0,,40.080570220947266,40.080570220947266,0.0,,40.080570220947266,40.080570220947266,0.0,,37.15094757080078,37.15094757080078,0.0,,'num_3',2.9030730724334717,2.9030730724334717,0.0,37.15094757080078,37.15094757080078,0.0,,37.15094757080078,37.15094757080078,0.0,,0.0
images/7006.jpg,Neutral,1,1.0,173.28648376464844,173.28648376464844,0.0,,160.94473266601562,160.94473266601562,0.0,,-12.0,-12.0,0.0,3.4739999771118164,3.4739999771118164,0.0,0.011981821618974209,0.011981821618974209,0.0,,169.79063415527344,169.79063415527344,0.0,,169.79063415527344,169.79063415527344,0.0,,166.89718627929688,166.89718627929688,0.0,,'num_2',2.870187759399414,2.870187759399414,0.0,166.89718627929688,166.89718627929688,0.0,,166.89718627929688,166.89718627929688,0.0,,6.0
images/7036.jpg,Neutral,1,1.0,107.78775024414062,107.78775024414062,0.0,,96.98341369628906,96.98341369628906,0.0,,-10.0,-10.0,0.0,3.6059999465942383,3.6059999465942383,0.0,0.01324048824608326,0.01324048824608326,0.0,,104.16031646728516,104.16031646728516,0.0,,104.16031646728516,104.16031646728516,0.0,,102.949951171875,102.949951171875,0.0,,'num_1',1.1854214668273926,1.1854214668273926,0.0,102.949951171875,102.949951171875,0.0,,102.949951171875,102.949951171875,0.0,,3.0
images/2311.jpg,Pleasant,2,1.0,86.96691131591797,86.96691131591797,0.0,,75.12621307373047,75.12621307373047,0.0,,-21.0,-21.0,0.0,3.7070000171661377,3.7070000171661377,0.0,0.012097202241420746,0.012097202241420746,0.0,,83.23802185058594,83.23802185058594,0.0,,83.23802185058594,83.23802185058594,0.0,,81.07811737060547,81.07811737060547,0.0,,'num_5',2.1363728046417236,2.1363728046417236,0.0,81.07811737060547,81.07811737060547,0.0,,81.07811737060547,81.07811737060547,0.0,,2.0
images/2347.jpg,Pleasant,2,1.0,214.96141052246094,214.96141052246094,0.0,,202.50196838378906,202.50196838378906,0.0,,0.0,0.0,0.0,4.841000080108643,4.841000080108643,0.0,0.011969502083957195,0.011969502083957195,0.0,,210.0974578857422,210.0974578857422,0.0,,210.0974578857422,210.0974578857422,0.0,,208.4553680419922,208.4553680419922,0.0,,'num_5',1.619048833847046,1.619048833847046,0.0,208.4553680419922,208.4553680419922,0.0,,208.4553680419922,208.4553680419922,0.0,,8.0
images/2540.jpg,Pleasant,2,1.0,234.83119201660156,234.83119201660156,0.0,,224.99154663085938,224.99154663085938,0.0,,16.0,16.0,0.0,2.4059998989105225,2.4059998989105225,0.0,0.011256488040089607,0.011256488040089607,0.0,,232.40237426757812,232.40237426757812,0.0,,232.40237426757812,232.40237426757812,0.0,,230.94456481933594,230.94456481933594,0.0,,'num_7',1.4353772401809692,1.4353772401809692,0.0,230.94456481933594,230.94456481933594,0.0,,230.94456481933594,230.94456481933594,0.0,,9.0
images/2360.jpg,Pleasant,2,1.0,192.47219848632812,192.47219848632812,0.0,,183.31805419921875,183.31805419921875,0.0,,10.0,10.0,0.0,2.555000066757202,2.555000066757202,0.0,0.012229408137500286,0.012229408137500286,0.0,,189.89413452148438,189.89413452148438,0.0,,189.89413452148438,189.89413452148438,0.0,,189.2694091796875,189.2694091796875,0.0,,'num_6',0.6015375256538391,0.6015375256538391,0.0,189.2694091796875,189.2694091796875,0.0,,189.2694091796875,189.2694091796875,0.0,,7.0
images/3350.jpg,Unpleasant,3,1.0,150.91400146484375,150.91400146484375,0.0,,137.4213409423828,137.4213409423828,0.0,,-46.0,-46.0,0.0,5.539999961853027,5.539999961853027,0.0,0.013754591345787048,0.013754591345787048,0.0,,145.35049438476562,145.35049438476562,0.0,,145.35049438476562,145.35049438476562,0.0,,143.37353515625,143.37353515625,0.0,,'num_9',1.9523509740829468,1.9523509740829468,0.0,143.37353515625,143.37353515625,0.0,,143.37353515625,143.37353515625,0.0,,5.0
images/2900.jpg,Unpleasant,3,1.0,65.09503936767578,65.09503936767578,0.0,,53.8212890625,53.8212890625,0.0,,-41.0,-41.0,0.0,3.7739999294281006,3.7739999294281006,0.0,0.011888976208865643,0.011888976208865643,0.0,,61.29914855957031,61.29914855957031,0.0,,61.29914855957031,61.29914855957031,0.0,,59.790164947509766,59.790164947509766,0.0,,'num_8',1.4856137037277222,1.4856137037277222,0.0,59.790164947509766,59.790164947509766,0.0,,59.790164947509766,59.790164947509766,0.0,,1.0
