PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.3037896713613,None,space,21.982680037558566,8.3037896713613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
,,,,,,,,,,,,,30.302397896713046,None,space,46.69743023474166,35.30748454460081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/7010.jpg,Neutral,1,0,0,0,1,,,,,,,,,,,,,112.51776420657279,None,92.06711076056308,None,98.03677476056328,None,num_5,4.471295699530856,98.03677476056328,None,98.03677476056328,None,10,9.976,102.52461761502309,None,102.52461761502309,None,102.52461761502309,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/2205.jpg,Unpleasant,3,0,1,1,10,,,,,,,,,,,,,137.95971034741797,None,122.54138651643188,None,128.50065907981207,None,num_7,4.471501220657046,128.50065907981207,None,128.50065907981207,None,-30,4.947,132.9910366948352,None,132.9910366948352,None,132.9910366948352,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/2840.jpg,Neutral,1,0,2,2,3,,,,,,,,,,,,,161.1995820469483,None,147.98712488262845,None,153.94258809389612,None,num_3,2.686991924882932,153.94258809389612,None,153.94258809389612,None,4,4.529,156.64854324882617,None,156.64854324882617,None,156.64854324882617,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/2057.jpg,Pleasant,2,0,3,3,6,,,,,,,,,,,,,183.25490719248774,None,171.2229940281686,None,177.18251387793407,None,num_8,2.3362532957744406,177.18251387793407,None,177.18251387793407,None,42,3.698,179.53489246948357,None,179.53489246948357,None,179.53489246948357,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/2512.jpg,Neutral,1,0,4,4,0,,,,,,,,,,,,,204.24254798122,None,193.279585352112,None,199.23787477934275,None,num_4,2.0034863474174927,199.23787477934275,None,199.23787477934275,None,-4,2.96,201.27206249765186,None,201.27206249765186,None,201.27206249765186,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/2750.jpg,Unpleasant,3,0,5,5,11,,,,,,,,,,,,,227.98303939906054,None,214.26372897652527,None,220.22553599999992,None,num_5,3.40409419718344,220.22553599999992,None,220.22553599999992,None,-10,4.312,223.6487061032858,None,223.6487061032858,None,223.6487061032858,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/8380.jpg,Pleasant,2,0,6,6,5,,,,,,,,,,,,,250.28871061032805,None,238.01016548356802,None,243.96602050704223,None,num_7,2.27104570892061,243.96602050704223,None,243.96602050704223,None,31,4.01,246.25632811267587,None,246.25632811267587,None,246.25632811267587,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/7175.jpg,Neutral,1,0,7,7,2,,,,,,,,,,,,,270.32545081690114,None,260.31030775586805,None,266.27152856338034,None,num_1,1.3349201126766275,266.27152856338034,None,266.27152856338034,None,2,2.677,267.6261201126754,None,267.6261201126754,None,267.6261201126754,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/3064.jpg,Unpleasant,3,0,8,8,8,,,,,,,,,,,,,291.4464754178398,None,280.34855541783963,None,286.30818313614964,None,num_8,2.370096676056164,286.30818313614964,None,286.30818313614964,None,-38,2.732,288.6937482816902,None,288.6937482816902,None,288.6937482816902,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/6311.jpg,Unpleasant,3,0,9,9,9,,,,,,,,,,,,,311.2494061971829,None,301.46943849765194,None,307.42928585915433,None,num_4,1.6523718309854303,307.42928585915433,None,307.42928585915433,None,-13,2.129,309.09897494835695,None,309.09897494835695,None,309.09897494835695,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
images/5594.jpg,Pleasant,2,0,10,10,4,,,,,,,,,,,,,332.9546182910799,None,321.27099372769953,None,327.23231609389677,None,num_5,3.086789408450386,327.23231609389677,None,327.23231609389677,None,10,2.598,330.33551984976475,None,330.33551984976475,None,330.33551984976475,None,,,,,,,,,,,762,001,2019_Jun_04_1015,MAER M R1 P1 v1,3.1.0,59.96902557601577,
