PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,11.177224112676186,None,space,27.34966685446011,11.177224112676186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
,,,,,,,,,,,,,38.54258118309872,None,space,48.682361389671314,43.54747342722999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/2057.jpg,Pleasant,2,0,0,0,6,,,,,,,,,,,,,134.10460153990607,None,102.30139793427225,None,108.26234922065737,None,9,3.187024525821471,108.26234922065737,None,108.26234922065737,None,42,22.62,111.46825615023477,None,111.46825615023477,None,111.46825615023477,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/2750.jpg,Unpleasant,3,0,1,1,11,,,,,,,,,,,,,162.71653859154935,None,144.1283761877935,None,150.08744563380287,None,1,8.525391323943722,150.08744563380287,None,150.08744563380287,None,0,4.064,158.63050876995317,None,158.63050876995317,None,158.63050876995317,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/5594.jpg,Pleasant,2,0,2,2,4,,,,,,,,,,,,,190.32750602816895,None,172.74332995305167,None,178.69929284507043,None,7,3.8208522816901223,178.69929284507043,None,178.69929284507043,None,-27,7.765,182.53959631924886,None,182.53959631924886,None,182.53959631924886,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/6311.jpg,Unpleasant,3,0,3,3,9,,,,,,,,,,,,,215.90293153051653,None,200.34331553051652,None,206.31001600000013,None,8,4.138185014084456,206.31001600000013,None,206.31001600000013,None,50,5.414,210.46712758685453,None,210.46712758685453,None,210.46712758685453,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/3064.jpg,Unpleasant,3,0,4,4,8,,,,,,,,,,,,,251.60521464788735,None,225.92972108920185,None,231.88583301408448,None,7,6.673778779342683,231.88583301408448,None,231.88583301408448,None,-43,13.007,238.57567909859154,None,238.57567909859154,None,238.57567909859154,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/2512.jpg,Neutral,1,0,5,5,0,,,,,,,,,,,,,283.7040297464789,None,261.62762366197194,None,267.5883991737089,None,5,8.375284582159566,267.5883991737089,None,267.5883991737089,None,-7,7.699,275.98254783098605,None,275.98254783098605,None,275.98254783098605,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/8380.jpg,Pleasant,2,0,6,6,5,,,,,,,,,,,,,308.7288963004696,None,293.7284374835681,None,299.6867978215962,None,6,3.4206122065727413,299.6867978215962,None,299.6867978215962,None,34,5.581,303.12644657276996,None,303.12644657276996,None,303.12644657276996,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
images/2205.jpg,Unpleasant,3,0,7,7,10,,,,,,,,,,,,,331.4015846760565,None,318.746150460094,None,324.7117169577466,None,9,3.520789633802906,324.7117169577466,None,324.7117169577466,None,-50,3.128,328.26418989671356,None,328.26418989671356,None,328.26418989671356,None,,,,,,,,,,,,,,,,,767,001,2019_Jun_05_1314,MAER M R1 P1 v1,3.1.0,59.78889635429804,
