PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.19651184976101,None,space,19.572499530622736,9.19651184976101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
,,,,,,,,,,,,,28.78479894832708,None,space,78.27888195309788,33.78991564316675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/2512.jpg,Neutral,1,0,0,0,0,,,,,,,,,,,,,158.28072773700114,None,122.12758775579277,None,128.10087361501064,None,num_2,11.69557453528978,128.10087361501064,None,128.10087361501064,None,-22,18.447,139.8237238684669,None,139.8237238684669,None,139.8237238684669,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/2750.jpg,Unpleasant,3,0,1,1,11,,,,,,,,,,,,,188.26047369011212,None,168.29699996241834,None,174.28014092019293,None,num_2,5.956896751187742,174.28014092019293,None,174.28014092019293,None,-20,7.976,180.2614850703394,None,180.2614850703394,None,180.2614850703394,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/5594.jpg,Pleasant,2,0,2,2,4,,,,,,,,,,,,,214.70371004694607,None,198.29574940842576,None,204.26023000932764,None,num_2,2.6366581784095615,204.26023000932764,None,204.26023000932764,None,-20,7.76,206.9208953990601,None,206.9208953990601,None,206.9208953990601,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/2057.jpg,Pleasant,2,0,3,3,6,,,,,,,,,,,,,238.96092604694422,None,224.73604476987384,None,230.68658929574303,None,num_2,4.973072525812313,230.68658929574303,None,230.68658929574303,None,-19,3.254,235.68461310793646,None,235.68461310793646,None,235.68461310793646,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/6311.jpg,Unpleasant,3,0,4,4,9,,,,,,,,,,,,,262.9518701971974,None,248.99603530508466,None,254.94403365254402,None,num_3,4.038518384913914,254.94403365254402,None,254.94403365254402,None,-20,3.923,259.00648923940025,None,259.00648923940025,None,259.00648923940025,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/2205.jpg,Unpleasant,3,0,5,5,10,,,,,,,,,,,,,288.74420191545505,None,272.9862541219918,None,278.95153547415975,None,num_2,1.5689443754963577,278.95153547415975,None,278.95153547415975,None,-20,8.175,280.5456039060373,None,280.5456039060373,None,280.5456039060373,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/1441.jpg,Pleasant,2,0,6,6,7,,,,,,,,,,,,,312.76838369946927,None,298.7823474177858,None,304.727273164317,None,num_3,2.5364152488764375,304.727273164317,None,304.727273164317,None,-19,5.457,307.2891997746192,None,307.2891997746192,None,307.2891997746192,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
images/7010.jpg,Neutral,1,0,7,7,1,,,,,,,,,,,,,338.7776763192378,None,322.8030891267117,None,328.7680639999453,None,num_2,3.4707073802128434,328.7680639999453,None,328.7680639999453,None,-19,6.495,332.2594986666227,None,332.2594986666227,None,332.2594986666227,None,,,,,,,,,,,,,,,,,722,001,2019_May_22_0921,MAER M R1 P1 v1,3.1.0,59.99215876260848,
