PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.495041802817013,None,space,14.833315455399088,8.495041802817013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
,,,,,,,,,,,,,23.344052582159748,None,space,75.70964131455389,28.349201427230128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/2750.jpg,Unpleasant,3,0,0,0,11,,,,,,,,,,,,,148.2682744788733,None,114.14142076995313,None,120.09031301408459,None,num_5,11.71335631924876,120.09031301408459,None,120.09031301408459,None,15,16.426,131.83364657277002,None,131.83364657277002,None,131.83364657277002,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/2205.jpg,Unpleasant,3,0,1,1,10,,,,,,,,,,,,,176.52993472300477,None,158.304914629108,None,164.26788026291092,None,num_7,6.240431774647732,164.26788026291092,None,164.26788026291092,None,-33,5.977,170.53036199061034,None,170.53036199061034,None,170.53036199061034,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/1441.jpg,Pleasant,2,0,2,2,7,,,,,,,,,,,,,202.65623436619717,None,186.5687553802818,None,192.5131024225352,None,num_8,3.003742647887293,192.5131024225352,None,192.5131024225352,None,37,7.093,195.5415857276996,None,195.5415857276996,None,195.5415857276996,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/7175.jpg,Neutral,1,0,3,3,2,,,,,,,,,,,,,232.36894587793427,None,212.6885252206573,None,218.63916048826286,None,num_5,2.82028950234735,218.63916048826286,None,218.63916048826286,None,14,10.863,221.48318677934276,None,221.48318677934276,None,221.48318677934276,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/7010.jpg,Neutral,1,0,4,4,1,,,,,,,,,,,,,259.86343722065726,None,242.4038267793428,None,248.35203094835674,None,num_5,9.043239361502401,248.35203094835674,None,248.35203094835674,None,0,2.423,257.4202934084508,None,257.4202934084508,None,257.4202934084508,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/6311.jpg,Unpleasant,3,0,5,5,9,,,,,,,,,,,,,282.4357862159625,None,269.8996678309859,None,275.8629585727699,None,num_6,3.2040596431925223,275.8629585727699,None,275.8629585727699,None,-13,3.331,279.08567586854474,None,279.08567586854474,None,279.08567586854474,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/5594.jpg,Pleasant,2,0,6,6,4,,,,,,,,,,,,,314.1006374460094,None,292.4697155305164,None,298.41891395305174,None,num_4,8.092128450704195,298.41891395305174,None,298.41891395305174,None,3,7.541,306.53747350234744,None,306.53747350234744,None,306.53747350234744,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
images/2512.jpg,Neutral,1,0,7,7,0,,,,,,,,,,,,,344.1139016713614,None,324.1372833051644,None,330.0838087511738,None,num_6,7.842036582159608,330.0838087511738,None,330.0838087511738,None,8,6.141,337.9503897840375,None,337.9503897840375,None,337.9503897840375,None,,,,,,,,,,,,,,,,,660,001,2019_Jun_06_1544,MAER M R1 P1 v1,3.1.0,60.07228980901276,
