PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,18.890740882629416,None,space,30.15273975586888,18.890740882629416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
,,,,,,,,,,,,,49.0590317370893,None,space,49.45022497652553,54.064090441314875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/7010.jpg,Neutral,1,0,0,0,1,,,,,,,,,,,,,148.42459222535217,None,113.59611793427257,None,119.5463499718312,None,3,8.175712450704395,119.5463499718312,None,119.5463499718312,None,0,20.664,127.7505078685449,None,127.7505078685449,None,127.7505078685449,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/2205.jpg,Unpleasant,3,0,1,1,10,,,,,,,,,,,,,178.7547769389671,None,158.45721209389694,None,164.42453844131478,None,6,8.276008563379946,164.42453844131478,None,164.42453844131478,None,-25,6.008,172.7253976338029,None,172.7253976338029,None,172.7253976338029,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/2512.jpg,Neutral,1,0,2,2,0,,,,,,,,,,,,,202.01156026291073,None,188.78677513615048,None,194.7380296713618,None,5,3.37074689201836,194.7380296713618,None,194.7380296713618,None,7,3.857,198.1323796431925,None,198.1323796431925,None,198.1323796431925,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/5594.jpg,Pleasant,2,0,3,3,4,,,,,,,,,,,,,227.003058178404,None,212.04316754929596,None,217.9946858967137,None,6,4.922206347418069,217.9946858967137,None,217.9946858967137,None,25,4.04,222.94055121126758,None,222.94055121126758,None,222.94055121126758,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/2057.jpg,Pleasant,2,0,4,4,6,,,,,,,,,,,,,249.82574122065716,None,237.0358439061033,None,243.0030620845073,None,7,2.3354074741782824,243.0030620845073,None,243.0030620845073,None,34,4.449,245.35526940845102,None,245.35526940845102,None,245.35526940845102,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/6311.jpg,Unpleasant,3,0,5,5,9,,,,,,,,,,,,,272.6486793615022,None,259.8586534460096,None,265.80901438497676,None,6,3.5043506478873496,265.80901438497676,None,265.80901438497676,None,-23,3.289,269.3364891643191,None,269.3364891643191,None,269.3364891643191,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/8380.jpg,Pleasant,2,0,6,6,5,,,,,,,,,,,,,298.2241409201879,None,282.6653779530516,None,288.6318113051643,None,8,4.788982084507097,288.6318113051643,None,288.6318113051643,None,39,4.756,293.44522967136163,None,293.44522967136163,None,293.44522967136163,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
images/2840.jpg,Neutral,1,0,7,7,3,,,,,,,,,,,,,319.9293184600938,None,308.2397157558685,None,314.20721397183115,None,5,1.8194719248826914,314.20721397183115,None,314.20721397183115,None,3,3.855,316.0515999248828,None,316.0515999248828,None,316.0515999248828,None,,,,,,,,,,,716,001,2019_May_31_1103,MAER M R1 P1 v1,3.1.0,59.96610816910491,
