PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,16.50345074175857,None,space,31.88969104224816,16.50345074175857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
,,,,,,,,,,,,,48.40891162445769,None,space,66.23346388735808,53.41386306111235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/5594.jpg,Pleasant,2,0,0,0,4,,,,,,,,,,,,,159.20265615021344,None,129.72334452578798,None,135.67931312683504,None,2,8.642095173709095,135.67931312683504,None,135.67931312683504,None,20,14.846,144.3468640751671,None,144.3468640751671,None,144.3468640751671,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/2205.jpg,Unpleasant,3,0,1,1,10,,,,,,,,,,,,,192.5527391548967,None,169.23680090147536,None,175.20221716433298,None,6,4.738815999939106,175.20221716433298,None,175.20221716433298,None,-15,12.573,179.95710918307304,None,179.95710918307304,None,179.95710918307304,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/2057.jpg,Pleasant,2,0,2,2,6,,,,,,,,,,,,,228.2883404319873,None,202.56677378411405,None,208.55181581224315,None,6,3.9381931266980246,208.55181581224315,None,208.55181581224315,None,22,15.752,212.5134584788466,None,212.5134584788466,None,212.5134584788466,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/7010.jpg,Neutral,1,0,3,3,1,,,,,,,,,,,,,252.24558692961,None,238.30037934274878,None,244.27104871359188,None,1,2.0188950235024095,244.27104871359188,None,244.27104871359188,None,0,5.911,246.31281607516576,None,246.31281607516576,None,246.31281607516576,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/6311.jpg,Unpleasant,3,0,4,4,9,,,,,,,,,,,,,285.17831391550135,None,262.2795270610368,None,268.2451148920227,None,7,8.375861183158122,268.2451148920227,None,268.2451148920227,None,-20,8.51,276.64598264789674,None,276.64598264789674,None,276.64598264789674,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/3064.jpg,Unpleasant,3,0,5,5,8,,,,,,,,,,,,,307.28373513615225,None,295.2141037371475,None,301.1611799437087,None,9,2.186318422551267,301.1611799437087,None,301.1611799437087,None,-50,3.891,303.37065404700115,None,303.37065404700115,None,303.37065404700115,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/7175.jpg,Neutral,1,0,6,6,2,,,,,,,,,,,,,329.08910332398955,None,317.3153814836405,None,323.2667913615005,None,1,2.186165784019977,323.2667913615005,None,323.2667913615005,None,0,3.59,325.4771022723289,None,325.4771022723289,None,325.4771022723289,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
images/1441.jpg,Pleasant,2,0,7,7,7,,,,,,,,,,,,,353.44668965262827,None,339.1264964507427,None,345.0886499155313,None,3,3.2705439248820767,345.0886499155313,None,345.0886499155313,None,25,5.042,348.3830060469918,None,348.3830060469918,None,348.3830060469918,None,,,,,,,,,,,836,001,2019_May_22_1029,MAER M R1 P1 v1,3.1.0,59.988265968389555,
