PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,12.604020582159137,None,space,13.690462046948596,12.604020582159137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
,,,,,,,,,,,,,26.310294835680907,None,space,62.513425427230686,31.31518076995235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/2057.jpg,Pleasant,2,0,0,0,6,,,,,,,,,,,,,128.21155064788763,None,103.90897036619754,None,109.86020627230027,None,num_5,6.9067658215954,109.86020627230027,None,109.86020627230027,None,25,11.413,116.7835754366206,None,116.7835754366206,None,116.7835754366206,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/3064.jpg,Unpleasant,3,0,1,1,8,,,,,,,,,,,,,152.78614445070343,None,138.24870399999963,None,144.21114020657296,None,num_9,4.838684544602074,144.21114020657296,None,144.21114020657296,None,-50,3.694,149.07259192488345,None,149.07259192488345,None,149.07259192488345,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/5594.jpg,Pleasant,2,0,2,2,4,,,,,,,,,,,,,178.4450833427236,None,162.81907200000023,None,168.76922230985838,None,num_7,3.303829934271562,168.76922230985838,None,168.76922230985838,None,36,6.326,172.09787132394376,None,172.09787132394376,None,172.09787132394376,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/6311.jpg,Unpleasant,3,0,3,3,9,,,,,,,,,,,,,201.46796529577477,None,188.47405671361412,None,194.42803230046957,None,num_5,3.3206637370894896,194.42803230046957,None,194.42803230046957,None,-20,3.675,197.77269663849802,None,197.77269663849802,None,197.77269663849802,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/2512.jpg,Neutral,1,0,4,4,0,,,,,,,,,,,,,225.4919725070431,None,211.4999340469476,None,217.45099658215986,None,num_5,2.0195392300483945,217.45099658215986,None,217.45099658215986,None,0,5.975,219.49490508920098,None,219.49490508920098,None,219.49490508920098,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/7175.jpg,Neutral,1,0,5,5,2,,,,,,,,,,,,,248.6652718873247,None,235.5238246760564,None,241.4751456150243,None,num_1,4.572142572769735,241.4751456150243,None,241.4751456150243,None,0,2.57,246.0726643380276,None,246.0726643380276,None,246.0726643380276,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/2840.jpg,Neutral,1,0,6,6,3,,,,,,,,,,,,,274.0239263849762,None,258.69777216901457,None,264.648282741784,None,num_4,3.3206688450700312,264.648282741784,None,264.648282741784,None,15,6.008,267.99338786854423,None,267.99338786854423,None,267.99338786854423,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/8380.jpg,Pleasant,2,0,7,7,5,,,,,,,,,,,,,301.301225765259,None,284.05791188732474,None,290.00698561502395,None,num_5,2.603633877934044,290.00698561502395,None,290.00698561502395,None,25,8.645,292.63452544601023,None,292.63452544601023,None,292.63452544601023,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/2205.jpg,Unpleasant,3,0,8,8,10,,,,,,,,,,,,,324.4573004319245,None,311.3327594366201,None,317.28408307981226,None,num_7,1.8528441690141335,317.28408307981226,None,317.28408307981226,None,-10,5.273,319.16225412206586,None,319.16225412206586,None,319.16225412206586,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/7010.jpg,Neutral,1,0,9,9,1,,,,,,,,,,,,,345.22820867605697,None,334.4896994553983,None,340.4571898591548,None,num_1,2.1534329389669438,340.4571898591548,None,340.4571898591548,None,0,2.569,342.63871579342776,None,342.63871579342776,None,342.63871579342776,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/1441.jpg,Pleasant,2,0,10,10,7,,,,,,,,,,,,,367.58398016901447,None,355.26656691079734,None,361.21132860093894,None,num_6,2.0695166197165236,361.21132860093894,None,361.21132860093894,None,30,4.257,363.3062946854461,None,363.3062946854461,None,363.3062946854461,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
images/2750.jpg,Unpleasant,3,0,11,11,11,,,,,,,,,,,,,393.05922253521203,None,377.6140845070422,None,383.56709528638567,None,num_3,2.2531605633794243,383.56709528638567,None,383.56709528638567,None,-18,7.193,385.8458864976528,None,385.8458864976528,None,385.8458864976528,None,,,,,,,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.08801953051625,None,space,4.405159061032464,406.1062883755876,None,,,,,,,,,,,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.05830790610344,None,411.05830790610344,1310.5263678497668,1311.1602529953034,None,space,18.769659192490508,1316.165482967137,None,827,001,2019_Jun_05_1710,MAER M R1 P1 v1,3.1.0,59.77397020442177,
