PictureRatings_1,ImageCategory,port,prt_1_loop.thisRepN,prt_1_loop.thisTrialN,prt_1_loop.thisN,prt_1_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,rat_info_2.started,rat_info_2.stopped,rat_info_2_resp.keys,rat_info_2_resp.rt,rat_info_2_resp.started,rat_info_2_resp.stopped,blank_10seconds.started,blank_10seconds.stopped,prt_1_image.started,prt_1_image.stopped,prt_image_intens.started,prt_image_intens.stopped,prt_image_intens_resp.keys,prt_image_intens_resp.rt,prt_image_intens_resp.started,prt_image_intens_resp.stopped,prt_image_intens_text.started,prt_image_intens_text.stopped,prt_1_vas.response,prt_1_vas.rt,prt_1_vas.started,prt_1_vas.stopped,prt_1_vas_guide.started,prt_1_vas_guide.stopped,prt_1_vas_instructions.started,prt_1_vas_instructions.stopped,pre_m_text.started,pre_m_text.stopped,pre_m_resp.keys,pre_m_resp.rt,pre_m_resp.started,pre_m_resp.stopped,m_audio_file.started,m_audio_file.stopped,m_inprogress_text.started,m_inprogress_text.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,10.76163815963082,None,space,22.660538591560908,10.76163815963082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
,,,,,,,,,,,,,33.43816653522663,None,space,61.11185517371632,38.44311616901541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/8380.jpg,Pleasant,2,0,0,0,5,,,,,,,,,,,,,142.4801424225443,None,109.63232540845638,None,115.58686437562574,None,5,6.474198835727293,115.58686437562574,None,115.58686437562574,None,26,20.384,122.0877022347413,None,122.0877022347413,None,122.0877022347413,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/6311.jpg,Unpleasant,3,0,1,1,9,,,,,,,,,,,,,171.2089690141147,None,152.51464202819625,None,158.4796920188237,None,6,4.772133558697533,158.4796920188237,None,158.4796920188237,None,-15,7.912,163.27708694839384,None,163.27708694839384,None,163.27708694839384,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/7010.jpg,Neutral,1,0,2,2,1,,,,,,,,,,,,,207.0613273239578,None,181.22824713616865,None,187.19172567140777,None,1,5.056096751184668,187.19172567140777,None,187.19172567140777,None,6,14.768,192.27259553055046,None,192.27259553055046,None,192.27259553055046,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/5594.jpg,Pleasant,2,0,3,3,4,,,,,,,,,,,,,238.0589824601193,None,217.08696578408126,None,223.04423601878807,None,4,6.157176788721699,223.04423601878807,None,223.04423601878807,None,31,8.812,229.22680307982955,None,229.22680307982955,None,229.22680307982955,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/2750.jpg,Unpleasant,3,0,4,4,11,,,,,,,,,,,,,263.3177410704666,None,248.0746825915412,None,254.04183496715268,None,7,2.786982760531828,254.04183496715268,None,254.04183496715268,None,-27,6.444,256.8537762253545,None,256.8537762253545,None,256.8537762253545,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/7175.jpg,Neutral,1,0,5,5,2,,,,,,,,,,,,,291.3121240939363,None,273.3509159061359,None,279.3173970328644,None,5,3.7876194554264657,279.3173970328644,None,279.3173970328644,None,6,8.161,283.1306249014451,None,283.1306249014451,None,283.1306249014451,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/2057.jpg,Pleasant,2,0,6,6,6,,,,,,,,,,,,,321.5258867981611,None,301.342020507087,None,307.31165776529815,None,7,8.759617201925721,307.31165776529815,None,307.31165776529815,None,43,5.41,316.0945673615206,None,316.0945673615206,None,316.0945673615206,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
images/1441.jpg,Pleasant,2,0,7,7,7,,,,,,,,,,,,,346.10023722070036,None,331.56539072300075,None,337.5086485634092,None,6,2.5529026103322394,337.5086485634092,None,337.5086485634092,None,39,5.992,340.08689307043096,None,340.08689307043096,None,340.08689307043096,None,,,,,,,,,,,,,,,,,852,001,2019_May_19_1416,MAER M R1 P1 v1,3.1.0,59.9394324797677,
